identifier,all_names,batting_style,bowling_style
789fd884,['CA Thyssen'],Right hand Bat,Right arm Medium
81271b06,['C Atkins'],Right hand Bat,Right arm Medium
4332744d,['CA Vidler'],Right hand Bat,Right arm Medium
4bc2e8bd,['CA Walsh' 'Courtney Walsh'],Right hand Bat,Right arm Fast
01c1b96c,['C Aweko'],Right hand Bat,Right arm Offbreak
a38c6037,['CAW Jeffers'],Right hand Bat,Right arm Legbreak
bd0a4a7d,['C Young' 'CA Young'],Right hand Bat,Right arm Fast
7213d757,['C Bah'],Right hand Bat,Right arm Medium
f53e7141,['Bertie Clarke' 'CB Clarke' 'Carlos Clarke'],Right hand Bat,Right arm Legbreak
6755cd5c,['C Cooke' 'CB Cooke'],Right hand Bat,Right arm offbreak
2cb0acf4,['C Beckford'],Right hand Bat,Right arm Offbreak
01568bbc,['C.B. Fry' 'CB Fry' 'Charles Fry'],Right hand Bat,Right arm Fast
85ba5659,['C Bisson'],Right hand Bat,Right arm Medium
e029cdfd,['CB Keegan'],Right hand Bat,Right arm Fast
8ebdd5e8,['C Blackadder'],Right hand Bat,Right arm Medium
1cb64b3c,['CB Lambert' 'Clayton Lambert'],Left hand Bat,Right arm Offbreak
d7d1e48e,['CB Llewellyn' 'Charles Llewellyn' 'Charlie Llewellyn'],Left hand Bat,Left arm Orthodox
d0c55806,['C Blythe' 'Colin Blythe'],Right hand Bat,Left arm Orthodox
49691d7a,['C Mpofu' 'CB Mpofu' 'Chris Mpofu' 'Mpofu'],Right hand Bat,Right arm Fast
34faa3ac,['CB Neale' 'Courtney Neale' 'Neale'],Right hand Bat,Right arm Medium
ecdfdd3c,['C Bogdanos'],Right hand Bat,Right arm Medium
172dff15,['C Bosch'],Right hand Bat,Right arm Fast
80f9fd4f,['C Brennan'],Right hand Bat,Right arm Medium
458a21f3,['C Breteche'],Right hand Bat,Right arm Medium
baf11c9a,['C Brewer'],Right hand Bat,Right arm Medium
d8cd0b9b,['C Brits'],Right hand Bat,Right arm Medium
4751caa3,['CBRLS Kumara' 'L Kumara' 'Lahiru Kumara'],Left hand Bat,Right arm Fast
31f01815,['CB Roposo'],Right hand Bat,Right arm Medium
d504bc4c,['C Brown'],Right hand Bat,Right arm Medium
469ccead,['C Sole' 'CB Sole'],Right hand Bat,Right arm Fast
a7b3bd26,['C Bull'],Left hand Bat,Left arm Medium
487b2fef,['C Burke' 'Cecil Burke' 'Ces Burke'],Right hand Bat,Right arm Legbreak
6bc979eb,['CB van Ryneveld' 'Clive van Ryneveld'],Right hand Bat,Right arm Legbreak
8319b9ea,['CB Wishart' 'Craig Wishart'],Right hand Bat,Right arm Offbreak
4b69c598,['CC Ainsworth'],Right hand Bat,Right arm Fast
d0a2319d,['CC Alexander'],Right hand Bat,Right arm Legbreak
478a63e7,['C Campher'],Right hand Bat,Right arm Medium
f3b158d9,['C Carmichael'],Right hand Bat,Right arm Medium
6559e4b8,['CC Benham'],Right hand Bat,Right arm Offbreak
e91933cb,['CC Blake'],Right hand Bat,Right arm Medium
4412ede5,['CC Dalton'],Right hand Bat,Right arm Fast
180f0bc3,['CC Depeiaza' 'Clairmonte Depeiaza' 'Clairmonte Depeiza'],Right hand Bat,Right arm Bowler
c5d9be73,['CC Griffith' 'Charlie Griffith'],Right hand Bat,Right arm Fast
da61a9af,['C Chatonzwa'],Right hand Bat,Right arm Offbreak
85c56be8,['C Chatphaisan'],Right hand Bat,Right arm Medium
27ca3a11,['C Chetty'],Right hand Bat,Right arm Offbreak
39f7d41f,['CC Hunte' 'Conrad Hunte'],Right hand Bat,Right arm Medium
9cfee623,['C Cirlig'],Right hand Bat,Right arm Medium
1bd69aec,['C Classen'],Right hand Bat,Right arm Fast
d768b3ce,['CC Lewis' 'Chris Lewis'],Right hand Bat,Right arm Fast
fe366f34,['C Connolly'],Left hand Bat,Left arm Orthodox
20c4e431,['C Cook' 'Cecil Cook' 'Sam Cook'],Right hand Bat,Left arm Orthodox
4eebb3e5,['CC van Slobbe'],Right hand Bat,Right arm Medium
0d51e658,['C Barnwell' 'CD Barnwell'],Right hand Bat,Right arm Medium
87b177e8,['CD Collymore' 'Corey Collymore'],Right hand Bat,Right arm Fast
1d4b6b32,['CD Crowe'],Right hand Bat,Right arm Offbreak
e6d298e8,['C de Lange' 'CD de Lange'],Right hand Bat,Left arm Orthodox
447aa3fb,['CD Dixon' 'Cec Dixon' 'Cecil Dixon'],Right hand Bat,Right arm Medium
22072cab,['C De Freitas'],Left hand Bat,Right arm Medium
94d7f855,['C de Grandhomme' 'Colin de Grandhomme' 'de Grandhomme'],Right hand Bat,Right arm Medium
c6a019f5,['C de Lange'],Right hand Bat,Right arm Legbreak
1ba3b61e,['CD Gopinath' 'Coimbatarao Gopinath'],Right hand Bat,Right arm Medium
8891669e,['CD Hinchliffe' 'Clint Hinchliffe' 'Hinchliffe'],Left hand Bat,Left arm Wrist spin
735a8b3c,['CD Hopkinson'],Right hand Bat,Right arm Medium
26b59073,['C Dickson'],Left hand Bat,Right arm Offbreak
10435ca2,['C Dent' 'CDJ Dent'],Left hand Bat,Left arm Orthodox
c6d14f83,['CD Matthews' 'Chris Matthews'],Left hand Bat,Left arm Fast
14198941,['CD Mboe'],Right hand Bat,Right arm Medium
f5390243,['CD McMillan' 'Craig McMillan'],Right hand Bat,Right arm Medium
6f049d41,['C Nash' 'CD Nash'],Right hand Bat,Right arm Offbreak
d465ea3d,['CD Thorp'],Right hand Bat,Right arm Medium
08997299,['CDUS Weerasinghe' 'Colombage Weerasinghe' 'Sanjeewa Weerasinghe'],Right hand Bat,Right arm Legbreak
5e21930b,['CD Watson' 'Chester Watson'],Right hand Bat,Right arm Fast
6f68ca8b,['CD Whelan'],Right hand Bat,Right arm Medium
cb41cde5,['CE Brock'],Right hand Bat,Right arm Legbreak
685cec1d,['CEC Dodunski'],Right hand Bat,Right arm Medium
9394a259,['CE Cuffy' 'Cameron Cuffy'],Right hand Bat,Right arm Fast
78e538b0,['CE Dagnall'],Right hand Bat,Right arm Fast
c6625a26,['CE Dean'],Right hand Bat,Right arm Offbreak
9921f6a9,['CE Eksteen' 'Clive Eksteen'],Right hand Bat,Left arm Orthodox
32eb8202,['CE Finlason' 'Charles Finlason' 'Charlie Finlason'],Right hand Bat,Right arm Fast
c57c4c94,['CE Floquet' 'Claude Floquet'],Right hand Bat,Right arm Medium
ee5279f4,['CEH Croft' 'Colin Croft'],Right hand Bat,Right arm Fast
8778b1e3,['CEJ Guest' 'Colin Guest'],Right hand Bat,Right arm Fast
9af29168,['CEL Ambrose' 'Curtly Ambrose'],Left hand Bat,Right arm Fast
145fcc6e,['CEL Jones' 'Charles Jones'],Left hand Bat,Left arm Orthodox
c61c241b,['C Elmsjoo'],Right hand Bat,Right arm Medium
683c897f,['CEL Stuart' 'Colin Stuart'],Right hand Bat,Right arm Fast
d285acaf,['CE McConchie'],Right hand Bat,Right arm Offbreak
cec52b98,['CE McLeod' 'Charles Mcleod' 'Charlie McLeod'],Right hand Bat,Right arm Medium
190bc028,['CE Pellew' 'Clarence Pellew' 'Nip Pellew'],Right hand Bat,Right arm Medium
290af2b3,['CE Rudd'],Right hand Bat,Right arm Medium
f7177fd6,['CE Shreck'],Right hand Bat,Right arm Fast
1a950c8c,['C Esterhuizen' 'Esterhuizen'],Right hand Bat,Right arm Offbreak
8d80ca6b,['CE Taylor'],Right hand Bat,Right arm Medium
6c6586cb,['CEW Silverwood' 'Chris Silverwood' 'Christopher Silverwood'],Right hand Bat,Right arm Fast
b2081fc8,['CF Hartley' 'Charlie Hartley'],Right hand Bat,Right arm Fast
cf4ee38f,['CFH Leslie' 'Charles Leslie'],Right hand Bat,Right arm Fast
7f3f108f,['CF Hughes'],Left hand Bat,Left arm Orthodox
527c2dab,['C Floyd'],Right hand Bat,Left arm Orthodox
aa1210d8,['C Parkinson' 'CF Parkinson'],Right hand Bat,Left arm Orthodox
41766923,['C Frauenstein'],Right hand Bat,Right arm Medium
5acb2b30,['CF Root' 'Charles Root' 'Fred Root'],Right hand Bat,Right arm Fast
2b995cf0,['CF Snyman'],Right hand Bat,Right arm Medium
6ebfa936,['CFW Allcott' 'Cyril Allcott'],Left hand Bat,Left arm Orthodox
1a93a840,['CFW Hime' 'Charles Hime'],Right hand Bat,Right arm Medium
798934ea,['C Ganapathy'],Right hand Bat,Right arm Medium
95a15317,['CG Benjamin'],Right hand Bat,Right arm Medium
8f999ed5,['CG Blakely'],Right hand Bat,Right arm Medium
72230c7d,['CG Borde' 'Chandu Borde'],Right hand Bat,Right arm Legbreak
35e40720,['CG Burnett'],Left hand Bat,Right arm Medium
7ef48834,['CG Butts' 'Clyde Butts'],Right hand Bat,Right arm Offbreak
601f58f1,['CGD Burger' 'Chris Burger' 'Christopher Burger'],Right hand Bat,Right arm Medium
5904a1d4,['CG Greenidge' 'Carl Greenidge'],Right hand Bat,Right arm Fast
679ebeed,['CG Greenidge' 'Gordon Greenidge'],Right hand Bat,Right arm Medium
3995b30e,['CG Halse' 'Clive Halse'],Right hand Bat,Right arm Fast
f655d740,['C Harrison' 'CG Harrison' 'Harrison'],Right hand Bat,Right arm Legbreak
c604571d,['C Gladwin' 'Cliff Gladwin' 'Clifford Gladwin'],Right hand Bat,Right arm Fast
e746e6b9,['CG Liptrot'],Left hand Bat,Right arm Fast
b2e7bf8b,['CG Macartney' 'Charles Macartney'],Right hand Bat,Left arm Orthodox
19758a47,['CG Osborne'],Right hand Bat,Right arm Medium
56cc69ad,['CG Rackemann' 'Carl Rackemann'],Right hand Bat,Right arm Fast
eaa76d3c,['C Green' 'CD Green' 'Cameron Green'],Right hand Bat,Right arm Fast
c2ac0db5,['CG Sippel' 'Courtney Sippel' 'Sippel'],Left hand Bat,Right arm Medium
6dde8e45,['CG Steenstra Toussaint'],Right hand Bat,Right arm Medium
a19bad04,['CG Taylor'],Right hand Bat,Right arm Offbreak
dff2050b,['C Gunasekara'],Right hand Bat,Right arm Medium
e16e7347,['C Williams' 'CG Williams' 'Williams'],Right hand Bat,Right arm Medium
ef423744,['CH Abeyratne'],Right hand Bat,Right arm Medium
e793a8ed,['C K Bishnoi' 'CK Bishnoi' 'Chaitanya Bishnoi'],Left hand Bat,Left arm Orthodox
a426d172,['C Hallows' 'Charles Hallows' 'Charlie Hallows'],Left hand Bat,Left arm Orthodox
b94c13e3,['Chamara Silva'],Right hand Bat,Left arm Orthodox
0880293f,['Chamil Perera'],Right hand Bat,Right arm Medium
f18e00c2,['Chandan Ray'],Left hand Bat,Left arm Orthodox
c4022bff,['Chan Ka Man'],Right hand Bat,Right arm Offbreak
3c567308,['Chan Sau Har'],Right hand Bat,Left arm Orthodox
9c3fd257,['C Nanayakkara' 'Charana Nanayakkara'],Right hand Bat,Right arm Medium
cb4a3840,['Charanjeet Singh'],Right hand Bat,Right arm Medium
3e697d4a,['Chaudhary Akram'],Right hand Bat,Right arm Medium
77b26349,['Chaya Mughal'],Right hand Bat,Right arm Medium
ab45cae8,['Chayanisa Phengpaen'],Right hand Bat,Right arm Medium
deb9b8cc,['C Gosain' 'Chayank Gosain'],Right hand Bat,Left arm Orthodox
3aa44eba,['Cheena Sharma'],Right hand Bat,Right arm Offbreak
48bf9d5c,['Cheepurapalli Stephen' 'Stephen'],Left hand Bat,Left arm Medium
9d450c28,['C Hemraj'],Left hand Bat,Left arm Orthodox
03d9e80f,['C Henery'],Left hand Bat,Left arm Orthodox
cf495041,['Chengkam Sangma'],Right hand Bat,Right arm Medium
e440caab,['Chen Jinfeng'],Right hand Bat,Right arm Offbreak
b2cd8abe,['Chen Xinyu'],Right hand Bat,Right arm Medium
8b582549,['Chen Yue'],Left hand Bat,Right arm Offbreak
47b33198,['Chen Zhuo Yue'],Left hand Bat,Left arm Orthodox
cc8f3d9e,['C Heseltine' 'Christopher Heseltine'],Right hand Bat,Right arm Fast
db584dad,['C Gayle' 'CH Gayle' 'Chris Gayle'],Left hand Bat,Right arm Offbreak
83250fea,['Chinmay Sharma'],Right hand Bat,Right arm Medium
c5eff91b,['Chinta Gandhi' 'Chintal Gandhi'],Left hand Bat,Right arm Legbreak
63bfb5fc,['C T Gaja' 'CT Gaja' 'Chintan Gaja'],Right hand Bat,Right arm Medium
cc9c8722,['Chintapalli Kranthi Kumar' 'Kranthi Kumar'],Right hand Bat,Right arm Offbreak
14bf34e0,['C George' 'Chinyenum George'],Right hand Bat,Right arm Medium
626af7ff,['C Hinze'],Left hand Bat,Left arm Orthodox
35eb75af,['Chirag Gandhi' 'Chirag J Gandhi'],Right hand Bat,Right arm Offbreak
783e6111,['Chirag Jani'],Right hand Bat,Right arm Medium
3d51cc7e,['C G Khurana' 'CG Khurana' 'Chirag Khurana'],Right hand Bat,Right arm Offbreak
d22c0460,['Chirag Parmar'],Right hand Bat,Right arm Medium
6176f240,['C Suri' 'Chirag Suri'],Right hand Bat,Right arm Offbreak
5b445db0,['CH Lloyd' 'Clive Lloyd'],Left hand Bat,Right arm Medium
d1934a92,['C Mills' 'CH Mills' 'Charles Mills'],Right hand Bat,Right arm Medium
fb66ce1f,['C Morris' 'CH Morris' 'Chris Morris'],Right hand Bat,Right arm Fast
c916b3c2,['Chongtham Mehul' 'Mehul Shreth'],Right hand Bat,Right arm Offbreak
b3354c63,['Chopise Hopongkyu' 'Hopongkyu'],Right hand Bat,Right arm Medium
5c037734,['Choudry Share Ali'],Right hand Bat,Right arm Offbreak
e66074d1,['C Hoyte'],Right hand Bat,Right arm Offbreak
f54db347,['CH Palmer' 'Charles Palmer'],Right hand Bat,Right arm Medium
9a4f6001,['CH Parkin' 'Cecil Parkin' 'Ciss Parkin'],Right hand Bat,Right arm Offbreak
394f6de4,['Christopher Edwards'],Right hand Bat,Right arm Medium
098229a5,['CH Stobo'],Right hand Bat,Right arm Medium
27d5901c,['CH van Koolwijk'],Right hand Bat,Right arm Medium
bfb7645d,['CH Vintcent' 'Charles Vintcent'],Left hand Bat,Left arm Medium
7c4a1e76,['CH Williams'],Right hand Bat,Right arm Offbreak
b8396e67,['Cihan Altun'],Right hand Bat,Right arm Medium
c01fae55,['CIJ Smith' 'Cedric Smith' 'Jim Smith'],Right hand Bat,Right arm Fast
f0396c01,['CI Manidom'],Right hand Bat,Right arm Medium
f9258912,['C Isaac'],Right hand Bat,Right arm Medium
4d84ad05,['CJA Amini'],Left hand Bat,Right arm Legbreak
00dd63d8,['CJ Adams' 'Christopher Adams'],Right hand Bat,Right arm Offbreak
26d9937d,['CJ Alexander'],Right hand Bat,Right arm Fast
158a7d41,['CJ Ana'],Right hand Bat,Right arm Medium
4cd5c9d6,['CJ Anderson' 'Carl Anderson'],Right hand Bat,Left arm Orthodox
8abdf100,['C Anderson' 'CJ Anderson' 'Corey Anderson'],Left hand Bat,Left arm Medium
488f6d91,['C Janik'],Right hand Bat,Right arm Legbreak
35902bce,['CJ Barnett' 'Charles Barnett' 'Charlie Barnett'],Right hand Bat,Right arm Medium
5d6364f0,['CJB McCullough'],Right hand Bat,Left arm Orthodox
e05fcb17,['CJ Bodenstein'],Left hand Bat,Left arm Medium
d901964b,['CJ Borgas'],Right hand Bat,Right arm Offbreak
df402b65,['CJ Botma'],Right hand Bat,Right arm Medium
45df0e72,['CJ Bowes'],Right hand Bat,Right arm Medium
51a60c16,['C Boyce' 'CJ Boyce' 'Cameron Boyce'],Right hand Bat,Right arm Legbreak
f32dbc84,['C Chibhabha' 'CJ Chibhabha' 'Justice Chibhabha'],Right hand Bat,Right arm Medium
6c908ffc,['CJC Wright'],Right hand Bat,Right arm Fast
1cb14aa4,['CJ Dala' 'J Dala'],Right hand Bat,Right arm Medium
ad9d8382,['CJD de Villiers'],Right hand Bat,Right arm Medium
3bc56bd6,['CJ Delany'],Right hand Bat,Right arm Medium
97f1f89f,['CJ Drum' 'Chris Drum' 'Christopher Drum'],Right hand Bat,Right arm Fast
88b0e9c4,['CJ Eady' 'Charles Eady'],Right hand Bat,Right arm Fast
9522a58e,['CJ Erkelens'],Right hand Bat,Right arm Medium
9b4935c8,['C Ferguson' 'CJ Ferguson' 'Callum Ferguson'],Right hand Bat,Right arm Medium
519c30cb,['CJ Gannon'],Right hand Bat,Right arm Fast
19b9f399,['C Green' 'CJ Green' 'Chris Green'],Right hand Bat,Right arm Offbreak
9395f98e,['C Haggett' 'CJ Haggett' 'Haggett'],Left hand Bat,Right arm Medium
ffe699c0,['C Jordan' 'CJ Jordan' 'Chris Jordan'],Right hand Bat,Right arm Fast
3967b66f,['CJ Langford'],Left hand Bat,Left arm Fast
5b3acc53,['CJ Liddle'],Right hand Bat,Left arm Fast
d8360178,['C Rogers' 'CJL Rogers' 'Christopher Rogers'],Left hand Bat,Right arm Legbreak
a4b98d56,['CJ McDermott' 'Craig McDermott'],Right hand Bat,Right arm Fast
2beab1d6,['CJ McInerney'],Left hand Bat,Left arm Orthodox
94eac556,['C McKay' 'CJ McKay' 'Clinton McKay'],Right hand Bat,Right arm Fast
110fa1a5,['CJ Merchant'],Left hand Bat,Right arm Offbreak
d58fdb42,['C Metcalfe' 'CJ Metcalfe'],Left hand Bat,Right arm Legbreak
2b9b2a39,['CJM Furlong'],Right hand Bat,Right arm Offbreak
6c398969,['CJM Lovino'],Right hand Bat,Right arm Medium
9fc73711,['CJM Sabburg'],Left hand Bat,Right arm Offbreak
a81d6706,['C Jonker'],Right hand Bat,Right arm Medium
31c04b7b,['CJPF Kalugamage'],Right hand Bat,Right arm Offbreak
5629202a,['CJ Phillips'],Right hand Bat,Right arm Fast
1ccb0aa7,['CJ Poole' 'Cyril Poole'],Left hand Bat,Left arm Medium
2bdbdde5,['CJ Richards' 'Jack Richards'],Right hand Bat,Right arm Medium
9abcad4e,['CJR Jennings'],Right hand Bat,Right arm Medium
aa3c7a7a,['CJ Rocchiccioli'],Right hand Bat,Right arm Offbreak
27296d02,['CJ Russell'],Right hand Bat,Right arm Medium
81d06fb5,['CJ Sayers' 'Chadd Sayers'],Right hand Bat,Right arm Medium
fa5e10c4,['CJ Sim'],Right hand Bat,Right arm Medium
0095ce38,['CJ Simmons'],Left hand Bat,Left arm Medium
3a9adcce,['CJ Smith'],Right hand Bat,Right arm Offbreak
22717964,['CJ Swanson'],Right hand Bat,Right arm Medium
bfdc226c,['CJ Tavaré' 'Chris Tavare' 'Chris Tavaré'],Right hand Bat,Right arm Offbreak
6dd03875,['CJ Taylor'],Right hand Bat,Right arm Medium
c8dc6c39,['CJ van der Walt'],Right hand Bat,Right arm Offbreak
cf4d2cb9,['CJW Gregory'],Right hand Bat,Right arm Medium
5a74e559,['CJ White'],Left hand Bat,Right arm Fast
fb3e0d39,['C Karunaratne' 'Chamika Karunaratne'],Right hand Bat,Right arm Medium
277d2704,['C Kauripeke'],Right hand Bat,Right arm Medium
5c5a8c1f,['CKB Kulasekara' 'Kosala Kulasekara'],Right hand Bat,Right arm Fast
a6fb56d4,['CK Boycott'],Right hand Bat,Right arm Medium
a21ea40c,['CK Coventry' 'Charles Coventry'],Right hand Bat,Right arm Legbreak
b0708332,['C Kelleway' 'Charles Kelleway'],Right hand Bat,Right arm Fast
f7c3d426,['C Holder' 'CK Holder' 'Chemar Holder'],Right hand Bat,Right arm Fast
af19c6a8,['CK Hooper'],Right hand Bat,Right arm Fast
1e960f2a,['C Kieswetter'],Right hand Bat,Right arm Offbreak
5299063a,['CK Jasmat'],Right hand Bat,Left arm Medium
cfad138c,['CK Kapugedera' 'Chamara Kapugedera'],Right hand Bat,Right arm Medium
95db4ab0,['CK Kruger'],Right hand Bat,Right arm Offbreak
d1c94b25,['C Langeveldt' 'CK Langeveldt' 'Charl Langeveldt'],Right hand Bat,Right arm Fast
46966c2b,['C Leopard' 'CK Leopard'],Right hand Bat,Right arm Medium
cb1f9a9f,['C.K.Nayudu' 'CK Nayudu' 'Cottari Nayudu'],Right hand Bat,Right arm Offbreak
35b67232,['C K Paul' 'CK Paul' 'Chiranjit Paul'],Left hand Bat,Left arm Orthodox
00f63bac,['CK Singh' 'Charran Singh'],Left hand Bat,Left arm Orthodox
f6571355,['C Tshuma' 'CK Tshuma' 'Charlton Tshuma'],Right hand Bat,Right arm Fast
05ffe3e1,['C Kurian'],Right hand Bat,Right arm Medium
395695ce,['C Kyewuta'],Right hand Bat,Right arm Medium
a990c9c4,['C Lamont'],Left hand Bat,Left arm Orthodox
0b130202,['CL Cairns' 'Chris Cairns'],Right hand Bat,Right arm Fast
d71e33bb,['C Leeson' 'Carly Leeson' 'Leeson'],Right hand Bat,Right arm Medium
3ee01c05,['C Hill' 'Clem Hill' 'Clement Hill'],Left hand Bat,Right arm Legbreak
7a490dec,['C le Roux'],Right hand Bat,Left arm Medium
5fd92ea2,['CL Fitzpatrick'],Right hand Bat,Right arm Fast
0160b1d9,['CL Green' 'Green'],Right hand Bat,Right arm Medium
85ce4231,['CL Griffith'],Right hand Bat,Right arm Fast
6026e2ae,['CL Hall' 'Corinne Hall'],Right hand Bat,Right arm Offbreak
61dab16a,['CL Hooper' 'Carl Hooper'],Right hand Bat,Right arm Offbreak
83f0b848,['C Liebenberg'],Right hand Bat,Right arm Medium
b88db3be,['CL Johnson' 'Clement Johnson'],Right hand Bat,Right arm Medium
1b4a7112,['CL King' 'Collis King'],Right hand Bat,Right arm Medium
b3267eaa,['CL McClure'],Right hand Bat,Right arm Fast
87134777,['CL McCool' 'Colin McCool'],Right hand Bat,Right arm Legbreak
14a760dc,['CL Rafferty' 'Chloe Rafferty' 'Rafferty'],Right hand Bat,Right arm Medium
eebb652c,['CL Russell'],Right hand Bat,Right arm Offbreak
f8d7d316,['CL Smith' 'Chris Smith' 'Christopher Smith'],Right hand Bat,Right arm Offbreak
adddbff1,['CL Townsend' 'Charlie Townsend'],Left hand Bat,Right arm Legbreak
4d4605e6,['C Tryon' 'CL Tryon' 'Chloe Tryon'],Right hand Bat,Left arm Orthodox
2726cec6,['CL Vincent' 'Cyril Vincent'],Left hand Bat,Left arm Orthodox
3657625b,['CL Walcott' 'Clyde Walcott'],Right hand Bat,Right arm Fast
d0513f63,['C White' 'CL White' 'Cameron White'],Right hand Bat,Right arm Legbreak
bb4d1237,['C Magaia' 'Cristina Magaia'],Right hand Bat,Right arm Medium
3250b7db,['C Mahamalage'],Right hand Bat,Right arm Medium
e6581a17,['CM Akachukwu'],Right hand Bat,Right arm Medium
9af3b97d,['C Martin'],Right hand Bat,Right arm Medium
60e11a00,['C Shillington' 'CMA Shillington'],Right hand Bat,Right arm Offbreak
e412b9a7,['CM Beggs'],Right hand Bat,Right arm Medium
448f4f1c,['CM Brown'],Right hand Bat,Right arm Fast
d1f871a4,['C McAuslan'],Right hand Bat,Right arm Medium
5ccdb14f,['C McKerr'],Right hand Bat,Right arm Fast
d4188b60,['C Edwards' 'CM Edwards'],Right hand Bat,Right arm Legbreak
0b016dff,['CM Francois' 'Cyril Francois'],Right hand Bat,Right arm Fast
f1328a90,['CM Gough'],Left hand Bat,Left arm Medium
569bbcbb,['CM Greechan'],Right hand Bat,Left arm Medium
5412c5bf,['CM Green'],Right hand Bat,Right arm Offbreak
dd67004b,['C Milburn' 'Colin Milburn'],Right hand Bat,Right arm Medium
6af8630f,['CMJ McLoughlin-Gavin'],Right hand Bat,Right arm Offbreak
4fd37bd7,['CM Kuggeleijn' 'Chris Kuggeleijn' 'Christopher Kuggeleijn'],Right hand Bat,Right arm Offbreak
9c6768f1,['CM MacDonell'],Right hand Bat,Right arm Fast
9ec74db8,['CM McBride'],Right hand Bat,Right arm Medium
7ce7fb3c,['CM McCarthy'],Right hand Bat,Right arm Medium
3693f29b,['C Mokibelo'],Right hand Bat,Left arm Orthodox
31a616bb,['CM Old' 'Chris Old'],Left hand Bat,Right arm Fast
ac5a9d43,['CM Rocca'],Right hand Bat,Right arm Medium
e0da9b14,['CM Scott'],Right hand Bat,Right arm Offbreak
e0abd6be,['CM Shyam'],Right hand Bat,Right arm Legbreak
61c03e7d,['CM Smith'],Right hand Bat,Left arm Medium
d23c808d,['CM Taylor'],Right hand Bat,Right arm Offbreak
a67252f0,['CM Tuckett'],Right hand Bat,Right arm Fast
17bc032c,['C Munoz-Mills'],Right hand Bat,Right arm Offbreak
af2c687b,['C Munro' 'Colin Munro' 'Munro'],Left hand Bat,Right arm Medium
5a50471c,['C Murray'],Right hand Bat,Right arm Legbreak
a4ce739d,['CM Willoughby' 'Charl Willoughby'],Left hand Bat,Left arm Fast
008589a4,['CM Wright'],Right hand Bat,Right arm Medium
e734d090,['C Ackermann' 'CN Ackermann'],Right hand Bat,Right arm Offbreak
2085c2f4,['C Namugenyi'],Right hand Bat,Right arm Medium
f24ca2ba,['C Nanda'],Right hand Bat,Right arm Legbreak
19912a2f,['CN Evans' 'Craig Evans'],Right hand Bat,Right arm Medium
96991180,['C Newberry' 'Claude Newberry'],Right hand Bat,Right arm Fast
f42064d5,['CN Greaves' 'Chris Greaves'],Right hand Bat,Right arm Legbreak
efc40724,['C Nicholas'],Right hand Bat,Right arm Offbreak
56418eae,['C Joyce' 'CNIM Joyce'],Right hand Bat,Right arm Legbreak
8eea5560,['CN Kent'],Right hand Bat,Right arm Legbreak
a6a6537b,['CN McCarthy' 'Cuan McCarthy'],Right hand Bat,Right arm Fast
5fed6272,['CN Miles'],Right hand Bat,Right arm Medium
83848df7,['C Noel' 'CN Noel' 'Carena Noel'],Left hand Bat,Right arm Offbreak
715dbf27,['CN Onwuzulike'],Right hand Bat,Right arm Medium
ce00da38,['CN Whyte' 'Celina Whyte'],Right hand Bat,Right arm Medium
fd8801db,['COC Pearse' 'Charles Pearse' 'Ormy Pearse'],Right hand Bat,Right arm Medium
8c6958d9,['Codanda Ajit Karthik' 'Karthik C A'],Right hand Bat,Right arm Medium
f2397e48,['Codi Yusuf'],Right hand Bat,Right arm Medium
10ca46df,"[""C O'Keefe""]",Right hand Bat,Right arm Medium
1928197a,['C Olivier'],Right hand Bat,Right arm Medium
7afc806f,['C Olphert'],Right hand Bat,Right arm Medium
5680f1ad,['C Obuya' 'CO Obuya'],Right hand Bat,Right arm Legbreak
170c0116,['CO Taitt'],Right hand Bat,Right arm Offbreak
2964e311,['CO Thurston'],Right hand Bat,Right arm Medium
ff722bc8,['C Outerbridge'],Right hand Bat,Left arm Fast
e9987a94,['C Overton'],Right hand Bat,Right arm Medium
598b0513,['CP Ashling'],Right hand Bat,Right arm Medium
907e5f6c,['C Pavely'],Left hand Bat,Left arm Orthodox
70116af8,['CP Buckenham' 'Claude Buckenham'],Right hand Bat,Right arm Fast
ff2cad85,['CP Carter' 'Claude Carter'],Right hand Bat,Left arm Orthodox
ca2a96e8,['CP Cruikshank'],Left hand Bat,Left arm Medium
8dc305e7,['C Peake'],Right hand Bat,Right arm Legbreak
b3540b2a,['C Pengkumta'],Right hand Bat,Right arm Medium
152d3c9d,['C Perry'],Right hand Bat,Right arm Medium
7bf34437,['C Pervez'],Right hand Bat,Right arm Medium
70aa20fe,['C Pfalzner-Gibbon'],Right hand Bat,Right arm Medium
ae044944,['CPH Ramanayake' 'Champaka Ramanayake'],Right hand Bat,Right arm Fast
7be25178,['C Pietersen'],Left hand Bat,Left arm Medium
276f3dde,['C Piparo' 'CL Piparo' 'Chloe Piparo'],Right hand Bat,Right arm Offbreak
32a32368,['CP Jack'],Right hand Bat,Right arm Offbreak
d50fba28,['CP Klijnhans'],Left hand Bat,Left arm Medium
defd9a14,['CP McGahey' 'Charles McGahey' 'Charlie McGahey'],Right hand Bat,Right arm Legbreak
78bc6057,['CP Mead' 'Charles Mead' 'Phil Mead'],Left hand Bat,Left arm Orthodox
5bdab29f,['C Popa'],Right hand Bat,Right arm Offbreak
2cf2fc9e,['CPPM Sadun'],Left hand Bat,Right arm Medium
5f9c8d7a,['C Prathyusha'],Right hand Bat,Right arm Legbreak
