,match_id,date,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
5726,New Zealand_West Indies_2012-10-01,2012-10-01,D Ramdin,1,2,caught,-1.0,1,5,New Zealand,West Indies,Pallekele International Cricket Stadium,0,-1.0,0.0,139,78,99,False,50.0,True,80,0.0,7.0,0.0,52.0,0.0,27.0,3.0
6307,South Africa_West Indies_2021-06-27,2021-06-27,OC McCoy,1,5,0,0.0,2,8,South Africa,West Indies,National Cricket Stadium,1,16.0,-0.8000000000000007,150,109,130,False,20.0,False,120,6.0,,0.0,19.0,0.0,0.0,0.0
9550,South Africa_India_2012-03-30,2012-03-30,RV Uthappa,18,19,0,0.0,2,0,South Africa,India,New Wanderers Stadium,1,148.0,-1.886170212765956,71,1,0,True,94.74,False,47,55.0,0.0,,49.0,0.0,66.0,0.0
7694,Australia_India_2023-11-23,2023-11-23,Ravi Bishnoi,0,1,run out,1.0,2,7,Australia,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,1.0,0.1378151260504196,209,118,207,False,0.0,True,118,0.0,,,6.0,,,0.0
4410,Pakistan_South Africa_2013-11-13,2013-11-13,Ahmed Shehzad,0,5,caught,0.0,1,0,South Africa,Pakistan,Dubai International Cricket Stadium,1,-1.0,-1.9275862068965512,98,1,0,True,0.0,True,5,73.0,6.0,0.0,50.0,41.0,42.0,0.0
3862,Australia_India_2018-11-25,2018-11-25,CA Lynn,13,10,run out,0.0,1,4,India,Australia,Sydney Cricket Ground,1,-1.0,-0.3423728813559332,164,80,91,False,130.0,True,104,14.0,11.0,0.0,46.0,6.0,6.0,18.25
6943,Pakistan_Afghanistan_2023-03-26,2023-03-26,Najibullah Zadran,23,12,0,1.0,2,2,Pakistan,Afghanistan,Sharjah Cricket Stadium,0,-3.0,0.2058823529411766,133,94,87,False,191.67,False,119,12.0,0.0,0.0,39.0,4.0,0.0,17.0
9063,New Zealand_West Indies_2008-12-28,2008-12-28,JEC Franklin,20,11,caught,1.0,1,4,West Indies,New Zealand,Seddon Park,1,-1.0,1.8000000000000007,191,91,156,False,181.82,True,113,0.0,6.0,,36.0,0.0,18.0,2.0
519,Sri Lanka_Afghanistan_2024-02-17,2024-02-17,MD Shanaka,6,4,caught,1.0,1,6,Afghanistan,Sri Lanka,Rangiri Dambulla International Stadium,0,-1.0,0.2000000000000001,160,97,147,False,150.0,True,109,12.0,0.0,0.0,25.0,0.0,6.0,0.0
7538,West Indies_Australia_2021-07-09,2021-07-09,JR Hazlewood,0,1,caught,0.0,2,9,West Indies,Australia,Daren Sammy National Cricket Stadium,1,18.0,-0.9000000000000004,127,95,127,False,0.0,True,96,13.0,,,14.0,0.0,0.0,0.0
9626,Australia_Pakistan_2010-05-02,2010-05-02,Misbah-ul-Haq,41,31,caught,0.0,2,3,Australia,Pakistan,Daren Sammy National Cricket Stadium,0,59.0,-1.700000000000001,157,27,35,True,132.26,True,98,46.0,6.0,,56.0,37.0,48.0,0.0
8617,South Africa_West Indies_2007-12-16,2007-12-16,SM Pollock,2,5,run out,0.0,1,4,West Indies,South Africa,St George's Park,0,-1.0,-1.6401564537157751,58,14,6,True,40.0,True,22,0.0,0.0,,118.0,0.0,0.0,6.0
1827,England_West Indies_2022-01-23,2022-01-23,LA Dawson,4,2,caught,1.0,1,6,West Indies,England,Kensington Oval,0,-1.0,0.0500000000000007,171,107,148,False,200.0,True,116,13.0,0.0,,20.0,0.0,0.0,2.0
10045,Australia_England_2011-01-12,2011-01-12,SM Davies,4,2,caught,1.0,2,0,Australia,England,Adelaide Oval,0,141.0,0.0500000000000007,158,1,0,True,200.0,True,8,25.0,36.0,,135.0,0.0,36.0,0.0
9334,South Africa_Pakistan_2013-03-03,2013-03-03,RJ Peterson,13,14,caught,0.0,2,6,Pakistan,South Africa,SuperSport Park,0,97.0,-4.75,100,38,53,False,92.86,True,71,13.0,11.0,0.0,57.0,0.0,43.0,0.0
3231,West Indies_India_2010-05-09,2010-05-09,DJ Bravo,1,2,caught,1.0,1,3,India,West Indies,Kensington Oval,0,-1.0,0.6999999999999993,169,113,162,False,50.0,True,115,7.0,0.0,0.0,7.0,0.0,0.0,23.0
4920,Sri Lanka_New Zealand_2012-09-27,2012-09-27,AD Mathews,12,11,run out,-1.0,2,3,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,0,0.0,0.0,174,89,132,False,109.09,True,120,14.0,6.0,0.0,38.0,0.0,9.0,0.0
1196,South Africa_England_2016-02-19,2016-02-19,CH Morris,17,7,0,1.0,2,6,England,South Africa,Newlands Cricket Ground,1,-1.0,0.0499999999999998,135,110,116,False,242.86,False,120,6.0,0.0,0.0,17.0,0.0,0.0,0.0
2991,India_Pakistan_2007-09-24,2007-09-24,RG Sharma,30,16,0,1.0,1,4,Pakistan,India,New Wanderers Stadium,1,-1.0,0.25,157,93,112,False,187.5,False,120,16.0,0.0,0.0,33.0,0.0,7.0,29.0
5424,Sri Lanka_Afghanistan_2024-02-17,2024-02-17,S Samarawickrama,25,24,run out,1.0,1,2,Afghanistan,Sri Lanka,Rangiri Dambulla International Stadium,0,-1.0,0.2000000000000001,160,26,36,True,104.17,True,85,29.0,0.0,12.0,92.0,42.0,18.0,0.0
4649,Pakistan_New Zealand_2023-04-15,2023-04-15,Imad Wasim,2,5,caught,1.0,1,3,New Zealand,Pakistan,Gaddafi Stadium,1,-1.0,1.9,192,72,103,False,40.0,True,77,25.0,7.0,0.0,67.0,0.0,0.0,27.75
1849,South Africa_Pakistan_2021-02-14,2021-02-14,AL Phehlukwayo,0,3,caught,0.0,1,5,Pakistan,South Africa,Gaddafi Stadium,0,-1.0,-0.8535714285714295,164,40,47,False,0.0,True,44,12.0,25.0,22.0,63.0,40.0,0.0,14.0
6593,Australia_New Zealand_2021-03-05,2021-03-05,MS Wade,14,10,caught,1.0,1,0,New Zealand,Australia,Sky Stadium,1,-1.0,2.5,156,1,4,True,140.0,True,15,25.0,48.0,0.0,99.0,49.0,19.0,13.666666666666666
10089,Australia_Pakistan_2010-07-05,2010-07-05,Shahzaib Hasan,0,1,caught,1.0,1,0,Australia,Pakistan,Edgbaston,1,-1.0,1.1499999999999997,167,1,0,True,0.0,True,4,69.0,0.0,,71.0,50.0,48.0,0.0
6700,West Indies_South Africa_2023-03-26,2023-03-26,BA King,1,2,caught,0.0,1,0,South Africa,West Indies,SuperSport Park,0,-1.0,-0.8522123893805311,258,1,1,True,50.0,True,3,85.0,12.0,12.0,126.0,0.0,13.0,23.0
2911,West Indies_England_2022-01-30,2022-01-30,MM Ali,14,19,caught,0.0,2,2,West Indies,England,Kensington Oval,0,93.0,-0.8499999999999996,162,23,40,True,73.68,True,61,26.0,36.0,0.0,87.0,24.0,35.0,23.5
3469,New Zealand_West Indies_2020-11-29,2020-11-29,ADS Fletcher,20,14,run out,0.0,2,0,New Zealand,West Indies,Bay Oval,1,210.0,-3.6,166,1,0,True,142.86,True,21,28.0,38.0,0.0,165.0,27.0,0.0,34.0
2947,New Zealand_India_2019-02-08,2019-02-08,RR Pant,40,28,0,1.0,2,1,New Zealand,India,Eden Park,0,-4.0,0.7017699115044245,162,57,80,False,142.86,False,113,12.0,10.0,0.0,79.0,29.0,0.0,4.0
9200,South Africa_Australia_2016-03-09,2016-03-09,SR Watson,42,27,caught,1.0,2,0,South Africa,Australia,Newlands Cricket Ground,0,102.0,0.4620689655172416,181,1,0,True,155.56,True,50,24.0,0.0,0.0,131.0,48.0,30.0,9.0
7742,Pakistan_New Zealand_2023-04-15,2023-04-15,R Ravindra,5,6,caught,0.0,2,5,Pakistan,New Zealand,Gaddafi Stadium,0,61.0,-1.9,154,91,112,False,83.33,True,104,19.0,0.0,,38.0,0.0,0.0,10.0
7641,England_Pakistan_2015-11-30,2015-11-30,CR Woakes,37,24,caught,-1.0,1,6,Pakistan,England,Sharjah Cricket Stadium,1,-1.0,0.0,154,76,88,False,154.17,True,115,38.0,0.0,,31.0,6.0,13.0,15.0
7978,Sri Lanka_Afghanistan_2022-08-27,2022-08-27,M Pathirana,5,12,caught,0.0,1,8,Afghanistan,Sri Lanka,Dubai International Cricket Stadium,0,-1.0,-5.176229508196721,105,76,69,False,41.67,True,90,10.0,,,7.0,12.0,15.0,0.0
4303,New Zealand_India_2020-01-26,2020-01-26,TL Seifert,33,26,0,0.0,1,4,India,New Zealand,Eden Park,1,-1.0,-1.1142857142857148,132,76,82,False,126.92,False,120,0.0,20.0,0.0,40.0,19.0,0.0,1.0
6902,India_Afghanistan_2024-01-17,2024-01-17,Rahmanullah Gurbaz,50,32,caught,-1.0,2,0,India,Afghanistan,M. Chinnaswamy Stadium,0,119.0,0.0,212,1,0,True,156.25,True,66,29.0,12.0,19.0,144.0,52.0,20.0,18.5
1571,South Africa_England_2016-02-21,2016-02-21,SW Billings,5,6,caught,0.0,1,5,South Africa,England,New Wanderers Stadium,0,-1.0,-3.177272727272728,171,101,158,False,83.33,True,113,0.0,0.0,0.0,18.0,0.0,0.0,0.0
3459,South Africa_West Indies_2016-03-25,2016-03-25,ADS Fletcher,11,11,run out,1.0,2,1,South Africa,West Indies,Vidarbha Cricket Association Stadium,1,88.0,0.1542372881355929,123,6,5,True,100.0,True,33,0.0,49.0,0.0,134.0,37.0,18.0,84.0
1869,England_New Zealand_2018-02-18,2018-02-18,DJ Malan,53,36,caught,1.0,1,1,New Zealand,England,Seddon Park,0,-1.0,0.0999999999999996,194,16,23,True,147.22,True,73,26.0,32.0,0.0,90.0,61.0,6.0,39.66666666666666
6155,Sri Lanka_New Zealand_2023-04-08,2023-04-08,DJ Mitchell,15,16,caught,1.0,2,2,Sri Lanka,New Zealand,John Davies Oval,1,2.0,0.1268907563025223,183,86,139,False,93.75,True,117,6.0,0.0,0.0,50.0,11.0,5.0,66.0
10083,New Zealand_Pakistan_2009-11-12,2009-11-12,IG Butler,1,4,bowled,0.0,2,6,Pakistan,New Zealand,Dubai International Cricket Stadium,1,63.0,-1.9959459459459463,112,96,95,False,25.0,True,102,,0.0,,19.0,14.0,8.0,0.0
6106,India_West Indies_2019-08-04,2019-08-04,KH Pandya,20,13,0,1.0,1,4,West Indies,India,Central Broward Regional Park Stadium,1,-1.0,2.0274193548387096,167,99,132,False,153.85,False,120,10.0,0.0,0.0,12.0,0.0,0.0,12.0
2472,India_South Africa_2012-10-02,2012-10-02,V Kohli,2,6,caught,1.0,1,1,South Africa,India,R. Premadasa Stadium,0,-1.0,0.0499999999999998,152,22,25,True,33.33,True,29,21.0,48.0,0.0,69.0,6.0,55.0,50.75
8593,South Africa_England_2007-09-16,2007-09-16,MV Boucher,29,29,caught,1.0,1,3,England,South Africa,Newlands Cricket Ground,0,-1.0,0.9500000000000002,154,32,43,False,100.0,True,81,0.0,0.0,,151.0,25.0,6.0,0.0
4152,New Zealand_Pakistan_2022-10-14,2022-10-14,IS Sodhi,2,3,caught,0.0,1,6,Pakistan,New Zealand,Hagley Oval,0,-1.0,-0.4653846153846146,163,114,159,False,66.67,True,118,0.0,0.0,,11.0,0.0,0.0,2.0
6973,Afghanistan_West Indies_2019-11-17,2019-11-17,Gulbadin Naib,4,4,0,1.0,1,7,West Indies,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,-1.0,1.4500000000000002,156,113,150,False,100.0,False,120,0.0,0.0,0.0,18.0,0.0,0.0,12.5
151,Australia_West Indies_2014-03-28,2014-03-28,JP Faulkner,13,16,caught,0.0,1,5,West Indies,Australia,Shere Bangla National Stadium,1,-1.0,-0.2016949152542366,178,70,101,False,81.25,True,110,47.0,0.0,,29.0,14.0,14.0,0.0
10401,South Africa_New Zealand_2012-12-23,2012-12-23,RE Levi,5,13,caught,0.0,1,0,New Zealand,South Africa,Buffalo Park,0,-1.0,-0.2105263157894743,165,1,0,True,38.46,True,19,43.0,68.0,0.0,100.0,0.0,24.0,0.0
4643,Pakistan_England_2021-07-20,2021-07-20,Imad Wasim,3,2,run out,0.0,1,5,England,Pakistan,Old Trafford,1,-1.0,-0.181355932203389,154,103,126,False,150.0,True,105,0.0,0.0,0.0,29.0,0.0,6.0,11.5
5819,Sri Lanka_New Zealand_2023-04-02,2023-04-02,DM de Silva,15,10,caught,-1.0,1,2,New Zealand,Sri Lanka,Eden Park,0,-1.0,0.0,196,21,48,True,150.0,True,31,32.0,0.0,0.0,116.0,49.0,12.0,0.0
9791,India_Sri Lanka_2009-12-09,2009-12-09,YK Pathan,0,2,caught,0.0,2,5,Sri Lanka,India,Vidarbha Cricket Association Stadium,1,100.0,-1.4499999999999993,186,66,106,False,0.0,True,71,6.0,16.0,,35.0,0.0,48.0,0.0
257,Sri Lanka_Pakistan_2012-06-03,2012-06-03,CK Kapugedera,19,23,bowled,0.0,2,2,Pakistan,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,0,60.0,-1.1499999999999997,99,25,19,True,82.61,True,69,36.0,0.0,,66.0,49.0,42.0,0.0
6867,Sri Lanka_New Zealand_2019-09-06,2019-09-06,TD Astle,3,5,lbw,0.0,2,8,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,0,73.0,-1.85,88,53,48,False,60.0,True,60,0.0,18.0,20.0,46.0,32.0,2.0,0.0
3832,New Zealand_Australia_2018-02-16,2018-02-16,DJM Short,76,44,caught,1.0,2,0,New Zealand,Australia,Eden Park,0,26.0,0.8588495575221238,245,1,0,True,172.73,True,100,47.0,18.0,6.0,154.0,25.0,0.0,23.33333333333333
2763,India_England_2017-01-29,2017-01-29,MS Dhoni,5,7,bowled,1.0,1,4,England,India,Vidarbha Cricket Association Stadium,0,-1.0,0.25,144,105,126,False,71.43,True,120,12.0,0.0,0.0,21.0,0.0,0.0,36.0
8402,South Africa_New Zealand_2012-12-23,2012-12-23,BB McCullum,17,15,caught,1.0,2,1,South Africa,New Zealand,Buffalo Park,1,16.0,0.2105263157894743,169,60,77,False,113.33,True,102,19.0,24.0,,56.0,0.0,10.0,6.0
3177,West Indies_England_2014-03-13,2014-03-13,AD Russell,0,2,caught,0.0,2,4,England,West Indies,Kensington Oval,0,98.0,-0.25,160,63,66,False,0.0,True,66,20.0,6.0,0.0,59.0,0.0,31.0,13.0
340,India_Australia_2019-02-24,2019-02-24,JA Richardson,7,3,0,1.0,2,7,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,-1.0,0.0499999999999998,127,115,114,False,233.33,False,120,0.0,0.0,,11.0,0.0,0.0,0.0
10541,India_Pakistan_2014-03-21,2014-03-21,Bilawal Bhatti,0,0,run out,0.0,1,6,India,Pakistan,Shere Bangla National Stadium,0,-1.0,-0.5810810810810807,130,114,115,False,0.0,True,120,0.0,,,0.0,0.0,0.0,0.0
3066,New Zealand_India_2020-01-24,2020-01-24,RG Sharma,7,6,caught,1.0,2,0,New Zealand,India,Eden Park,1,187.0,0.5868421052631572,204,1,1,True,116.67,True,10,0.0,38.0,0.0,158.0,53.0,0.0,0.0
6379,Sri Lanka_Australia_2022-06-08,2022-06-08,PWH de Silva,12,8,caught,0.0,1,5,Australia,Sri Lanka,R. Premadasa Stadium,0,-1.0,-0.8654205607476637,124,99,102,False,150.0,True,114,0.0,0.0,0.0,22.0,0.0,9.0,17.0
3078,India_New Zealand_2021-11-21,2021-11-21,RG Sharma,56,31,caught and bowled,1.0,1,0,New Zealand,India,Eden Gardens,1,-1.0,3.65,184,1,0,True,180.65,True,68,26.0,44.0,0.0,113.0,48.0,0.0,38.2
10047,West Indies_England_2009-03-15,2009-03-15,GJ Batty,4,7,run out,0.0,1,6,West Indies,England,Queen's Park Oval,0,-1.0,-0.7833333333333332,121,88,99,False,57.14,True,107,,6.0,,44.0,,,0.0
7774,Pakistan_West Indies_2021-12-13,2021-12-13,Mohammad Nawaz,30,10,0,1.0,1,5,West Indies,Pakistan,National Stadium,0,-1.0,3.1500000000000004,200,107,162,False,300.0,False,120,8.0,0.0,0.0,16.0,0.0,0.0,0.0
2792,India_South Africa_2018-02-21,2018-02-21,MK Pandey,79,48,0,0.0,1,3,South Africa,India,SuperSport Park,0,-1.0,-0.7249999999999996,188,34,45,False,164.58,False,120,15.0,12.0,12.0,100.0,25.0,7.0,29.0
1902,South Africa_England_2022-07-28,2022-07-28,DJ Malan,5,4,caught,0.0,2,1,South Africa,England,Sophia Gardens,1,159.0,-2.8999999999999995,149,23,37,True,125.0,True,34,31.0,25.0,25.0,78.0,18.0,6.0,40.0
10174,Pakistan_South Africa_2012-09-28,2012-09-28,Saeed Ajmal,4,1,0,1.0,2,8,South Africa,Pakistan,R. Premadasa Stadium,0,-3.0,0.2652542372881346,136,115,125,False,400.0,False,118,0.0,0.0,,4.0,0.0,0.0,1.0
6151,New Zealand_India_2023-01-27,2023-01-27,DJ Mitchell,59,29,0,1.0,1,3,India,New Zealand,JSCA International Stadium Complex,0,-1.0,1.0500000000000007,176,78,104,False,203.45,False,120,13.0,7.0,7.0,52.0,0.0,13.0,0.0
4198,Sri Lanka_Australia_2022-06-08,2022-06-08,MP Stoinis,9,7,caught,1.0,2,4,Sri Lanka,Australia,R. Premadasa Stadium,1,44.0,0.8654205607476637,126,39,64,False,128.57,True,52,0.0,22.0,0.0,70.0,12.0,48.0,0.0
727,New Zealand_Pakistan_2016-01-22,2016-01-22,CJ Anderson,82,41,0,1.0,1,2,Pakistan,New Zealand,Sky Stadium,0,-1.0,4.750000000000001,196,42,63,False,200.0,False,120,54.0,18.0,,39.0,14.0,8.0,1.0
7174,New Zealand_Pakistan_2020-12-22,2020-12-22,KA Jamieson,0,0,0,0.0,1,7,Pakistan,New Zealand,McLean Park,0,-1.0,-0.3499999999999996,173,118,169,False,0.0,False,120,0.0,0.0,,0.0,0.0,,0.0
9639,India_Pakistan_2007-09-24,2007-09-24,Yasir Arafat,15,11,bowled,0.0,2,6,India,Pakistan,New Wanderers Stadium,0,53.0,-0.25,152,71,77,False,136.36,True,96,24.0,0.0,0.0,42.0,6.0,21.0,12.0
6520,Pakistan_Sri Lanka_2019-10-07,2019-10-07,Mohammad Hasnain,1,2,caught,0.0,2,9,Sri Lanka,Pakistan,Gaddafi Stadium,0,35.0,-1.75,147,112,146,False,50.0,True,114,4.0,,,9.0,,,0.0
5920,Pakistan_New Zealand_2022-10-11,2022-10-11,Mohammad Rizwan,16,17,caught,0.0,1,0,New Zealand,Pakistan,Hagley Oval,1,-1.0,-1.6030927835051545,130,1,0,True,94.12,True,26,0.0,50.0,0.0,92.0,49.0,39.0,46.875
3951,Australia_New Zealand_2024-02-25,2024-02-25,GJ Maxwell,20,9,caught,1.0,1,2,New Zealand,Australia,Eden Park,0,-1.0,1.2624999999999993,118,37,68,False,222.22,True,51,12.0,13.0,0.0,12.0,9.0,6.0,34.6
6830,West Indies_England_2022-01-26,2022-01-26,T Banton,73,39,caught,0.0,2,0,West Indies,England,Kensington Oval,1,95.0,-1.0,204,1,1,True,187.18,True,75,99.0,18.0,,84.0,24.0,25.0,14.5
1440,England_South Africa_2017-06-23,2017-06-23,RR Hendricks,7,8,bowled,1.0,1,0,England,South Africa,County Ground,0,-1.0,0.1499999999999985,174,1,0,True,87.5,True,20,18.0,30.0,18.0,173.0,0.0,0.0,3.0
8262,Australia_New Zealand_2007-12-11,2007-12-11,B Lee,0,1,0,1.0,1,6,New Zealand,Australia,WACA Ground,1,-1.0,2.700000000000001,186,119,186,False,0.0,False,120,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4815,Sri Lanka_India_2017-12-24,2017-12-24,KD Karthik,18,12,0,1.0,2,4,Sri Lanka,India,Wankhede Stadium,1,-4.0,0.4396551724137936,139,91,100,False,150.0,False,116,12.0,0.0,0.0,43.0,0.0,0.0,5.0
10175,India_Pakistan_2012-09-30,2012-09-30,Saeed Ajmal,1,2,caught,0.0,1,8,India,Pakistan,R. Premadasa Stadium,1,-1.0,-1.1882352941176464,128,110,119,False,50.0,True,118,3.0,0.0,,4.0,0.0,0.0,2.5
5940,South Africa_Sri Lanka_2019-03-22,2019-03-22,HE van der Dussen,64,43,bowled,1.0,1,1,Sri Lanka,South Africa,SuperSport Park,0,-1.0,0.8000000000000007,180,12,13,True,148.84,True,97,21.0,0.0,24.0,120.0,24.0,37.0,34.0
2427,India_West Indies_2019-12-11,2019-12-11,KOK Williams,13,7,0,0.0,2,7,India,West Indies,Wankhede Stadium,1,67.0,-3.35,173,102,152,False,185.71,False,120,8.0,0.0,,26.0,,7.0,0.0
9768,New Zealand_Australia_2010-02-28,2010-02-28,BJ Haddin,47,35,caught,-1.0,2,0,New Zealand,Australia,AMI Stadium,0,114.0,0.0,214,1,1,True,134.29,True,67,43.0,24.0,,147.0,18.0,24.0,14.666666666666666
8316,England_Pakistan_2012-02-27,2012-02-27,KP Pietersen,62,52,0,1.0,1,0,Pakistan,England,Sheikh Zayed Stadium,1,-1.0,0.25,129,1,1,True,119.23,False,120,0.0,24.0,0.0,126.0,24.0,73.0,25.0
9120,Australia_West Indies_2014-03-28,2014-03-28,DR Smith,17,19,caught,1.0,2,0,Australia,West Indies,Shere Bangla National Stadium,0,128.0,0.2016949152542366,179,1,0,True,89.47,True,30,97.0,0.0,0.0,53.0,43.0,55.0,17.0
6381,Sri Lanka_Afghanistan_2022-08-27,2022-08-27,PWH de Silva,2,8,caught,0.0,1,4,Afghanistan,Sri Lanka,Dubai International Cricket Stadium,0,-1.0,-5.176229508196721,105,45,49,False,25.0,True,56,10.0,0.0,0.0,7.0,31.0,45.0,0.0
5342,India_West Indies_2022-07-29,2022-07-29,SS Iyer,0,4,caught,1.0,1,1,West Indies,India,Brian Lara Stadium,0,-1.0,3.4000000000000004,190,29,44,True,0.0,True,35,31.0,33.0,0.0,83.0,27.0,20.0,28.0
9915,Sri Lanka_Australia_2011-08-06,2011-08-06,SE Marsh,4,7,lbw,0.0,2,1,Sri Lanka,Australia,Pallekele International Cricket Stadium,1,159.0,-1.75,163,15,19,True,57.14,True,27,25.0,31.0,0.0,109.0,12.0,43.0,0.0
1479,Australia_South Africa_2023-08-30,2023-08-30,RR Hendricks,56,43,caught,0.0,2,0,Australia,South Africa,Kingsmead,1,112.0,-5.550000000000001,115,1,0,True,130.23,True,91,48.0,0.0,25.0,123.0,24.0,0.0,0.0
2570,India_West Indies_2018-11-06,2018-11-06,KL Rahul,26,14,0,1.0,1,2,West Indies,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,-1.0,3.55,195,93,134,False,185.71,False,120,6.0,12.0,6.0,35.0,0.0,0.0,16.0
6117,England_West Indies_2023-12-12,2023-12-12,BM Duckett,14,12,caught,0.0,1,2,West Indies,England,Kensington Oval,0,-1.0,-0.91788990825688,171,52,99,False,116.67,True,79,11.0,12.0,,59.0,36.0,12.0,0.0
6017,Australia_Sri Lanka_2019-11-01,2019-11-01,WIA Fernando,20,22,caught,0.0,1,2,Australia,Sri Lanka,Melbourne Cricket Ground,0,-1.0,-1.1075471698113208,142,29,34,True,90.91,True,72,12.0,24.0,24.0,80.0,24.0,12.0,19.33333333333333
10180,Pakistan_Sri Lanka_2013-12-13,2013-12-13,Saeed Ajmal,20,14,lbw,0.0,2,8,Sri Lanka,Pakistan,Dubai International Cricket Stadium,1,24.0,-1.200000000000001,187,80,125,False,142.86,True,116,24.0,0.0,,40.0,0.0,14.0,3.5
4186,Australia_New Zealand_2021-03-05,2021-03-05,MP Stoinis,19,13,caught,1.0,1,3,New Zealand,Australia,Sky Stadium,1,-1.0,2.5,156,59,68,False,146.15,True,78,15.0,18.0,0.0,48.0,27.0,13.0,31.666666666666668
6827,England_Australia_2020-09-08,2020-09-08,T Banton,2,6,caught,0.0,1,0,Australia,England,The Rose Bowl,0,-1.0,-0.2371794871794872,145,1,0,True,33.33,True,11,26.0,24.0,,132.0,55.0,6.0,19.0
8749,Australia_Pakistan_2014-03-23,2014-03-23,Shahid Afridi,20,11,0,1.0,1,4,Australia,Pakistan,Shere Bangla National Stadium,0,-1.0,0.8000000000000007,191,96,148,False,181.82,False,120,18.0,0.0,,25.0,1.0,6.0,8.0
22,Australia_India_2016-01-29,2016-01-29,AJ Finch,74,48,run out,0.0,2,0,India,Australia,Melbourne Cricket Ground,1,60.0,-1.3499999999999996,157,1,1,True,154.17,True,92,42.0,36.0,0.0,123.0,0.0,45.0,44.0
9029,Pakistan_South Africa_2010-05-10,2010-05-10,J Botha,19,8,stumped,0.0,2,6,Pakistan,South Africa,Daren Sammy National Cricket Stadium,0,13.0,-0.5500000000000007,137,107,117,False,237.5,True,118,6.0,0.0,,14.0,,8.0,12.0
1039,South Africa_England_2020-11-27,2020-11-27,F du Plessis,58,40,caught,0.0,1,1,England,South Africa,Newlands Cricket Ground,0,-1.0,-0.5155172413793121,179,7,7,True,145.0,True,82,48.0,18.0,19.0,120.0,25.0,6.0,0.0
3387,Australia_Pakistan_2019-11-05,2019-11-05,Babar Azam,50,38,run out,0.0,1,0,Australia,Pakistan,Manuka Oval,1,-1.0,-0.6621621621621614,150,1,0,True,131.58,True,96,92.0,48.0,0.0,48.0,48.0,0.0,15.0
10417,England_Pakistan_2012-02-27,2012-02-27,Awais Zia,23,28,lbw,0.0,2,0,England,Pakistan,Sheikh Zayed Stadium,0,81.0,-0.25,124,1,2,True,82.14,True,44,0.0,24.0,,126.0,24.0,73.0,12.0
2689,India_England_2012-12-22,2012-12-22,Yuvraj Singh,4,5,caught,0.0,1,2,England,India,Wankhede Stadium,0,-1.0,-0.200000000000001,177,41,65,False,80.0,True,49,0.0,24.0,0.0,82.0,20.0,36.0,38.0
9483,England_New Zealand_2010-05-10,2010-05-10,LJ Wright,24,17,caught,1.0,2,4,New Zealand,England,Daren Sammy National Cricket Stadium,0,31.0,0.532608695652173,153,55,66,False,141.18,True,92,18.0,23.0,,50.0,0.0,30.0,15.333333333333334
5272,India_Australia_2019-02-24,2019-02-24,YS Chahal,0,4,0,0.0,1,7,Australia,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,-1.0,-0.0499999999999998,126,102,109,False,0.0,False,120,0.0,1.0,,33.0,6.0,,1.0
4311,New Zealand_Pakistan_2020-12-22,2020-12-22,TL Seifert,35,20,bowled,0.0,1,0,Pakistan,New Zealand,McLean Park,0,-1.0,-0.3499999999999996,173,1,0,True,175.0,True,44,43.0,0.0,0.0,161.0,30.0,0.0,44.0
8582,New Zealand_South Africa_2010-05-06,2010-05-06,HH Gibbs,30,24,caught,1.0,1,1,New Zealand,South Africa,Kensington Oval,1,-1.0,0.6500000000000004,170,30,41,True,125.0,True,81,0.0,24.0,0.0,127.0,0.0,30.0,0.0
6791,West Indies_New Zealand_2020-11-27,2020-11-27,JDS Neesham,48,22,0,1.0,2,4,West Indies,New Zealand,Eden Park,1,1.0,0.4239130434782598,179,40,67,False,218.18,False,92,12.0,13.0,,98.0,0.0,0.0,0.0
1534,South Africa_England_2020-02-12,2020-02-12,DA Miller,16,14,caught,1.0,1,2,England,South Africa,Buffalo Park,0,-1.0,0.0499999999999989,177,66,111,False,114.29,True,91,18.0,0.0,12.0,65.0,12.0,6.0,0.0
429,Sri Lanka_India_2012-08-07,2012-08-07,SL Malinga,0,2,caught,0.0,2,8,India,Sri Lanka,Pallekele International Cricket Stadium,1,39.0,-1.95,116,105,116,False,0.0,True,108,0.0,0.0,0.0,16.0,0.0,0.0,0.0
