,match_id,date,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
7328,Sri Lanka_Australia_2022-02-15,2022-02-15,P Nissanka,16,21,caught,0.0,1,0,Australia,Sri Lanka,Manuka Oval,0,-1.0,-1.3163366336633668,121,1,0,True,76.19,True,44,45.0,25.0,0.0,103.0,24.0,30.0,54.5
9434,West Indies_England_2014-03-13,2014-03-13,DJG Sammy,15,6,0,0.0,2,6,England,West Indies,Kensington Oval,0,5.0,-0.25,160,113,144,False,250.0,False,120,2.0,0.0,,16.0,0.0,0.0,30.0
2316,New Zealand_West Indies_2017-12-29,2017-12-29,R Powell,6,9,caught,0.0,2,4,New Zealand,West Indies,Saxton Oval,1,93.0,-2.35,140,64,67,False,66.67,True,88,0.0,12.0,0.0,70.0,18.0,12.0,0.0
3312,West Indies_Pakistan_2017-04-02,2017-04-02,LMP Simmons,1,4,run out,0.0,1,3,Pakistan,West Indies,Queen's Park Oval,0,-1.0,-0.4842105263157892,124,67,60,False,25.0,True,73,29.0,0.0,0.0,35.0,18.0,18.0,2.0
1356,Sri Lanka_England_2022-11-05,2022-11-05,AD Hales,47,29,caught and bowled,1.0,2,0,Sri Lanka,England,Sydney Cricket Ground,0,59.0,0.272033898305084,144,1,0,True,162.07,True,55,24.0,0.0,0.0,96.0,48.0,70.0,39.75
3291,New Zealand_West Indies_2012-07-01,2012-07-01,LMP Simmons,18,16,caught,1.0,1,2,New Zealand,West Indies,Central Broward Regional Park Stadium,1,-1.0,3.05,177,69,86,False,112.5,True,96,0.0,0.0,0.0,67.0,0.0,30.0,6.0
9498,England_Australia_2013-08-29,2013-08-29,LJ Wright,4,2,caught,0.0,2,2,Australia,England,The Rose Bowl,1,211.0,-1.950000000000001,209,19,33,True,200.0,True,21,38.0,25.0,,114.0,25.0,6.0,0.0
10123,Australia_South Africa_2014-11-07,2014-11-07,R McLaren,1,4,caught,0.0,1,5,Australia,South Africa,Melbourne Cricket Ground,1,-1.0,-3.0026315789473683,101,103,91,False,25.0,True,107,6.0,,,12.0,,,0.0
7352,Sri Lanka_Afghanistan_2024-02-17,2024-02-17,P Nissanka,6,4,caught,1.0,1,0,Afghanistan,Sri Lanka,Rangiri Dambulla International Stadium,0,-1.0,0.2000000000000001,160,1,0,True,150.0,True,4,50.0,0.0,12.0,116.0,42.0,24.0,0.0
5487,India_South Africa_2022-06-14,2022-06-14,T Shamsi,0,1,caught,0.0,2,9,India,South Africa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,48.0,-2.3999999999999995,131,114,131,False,0.0,True,115,6.0,0.0,0.0,1.0,0.0,0.0,0.0
2580,India_Sri Lanka_2020-01-07,2020-01-07,KL Rahul,45,32,bowled,1.0,2,0,Sri Lanka,India,Holkar Cricket Stadium,1,71.0,1.128571428571428,144,1,1,True,140.62,True,55,0.0,0.0,24.0,143.0,24.0,36.0,51.0
2036,England_South Africa_2016-03-18,2016-03-18,CJ Jordan,5,3,caught,1.0,2,6,South Africa,England,Wankhede Stadium,1,0.0,0.2449152542372878,230,111,223,False,166.67,True,115,2.0,0.0,0.0,12.0,0.0,0.0,8.0
596,New Zealand_Pakistan_2016-01-15,2016-01-15,KS Williamson,70,60,caught,0.0,2,0,Pakistan,New Zealand,Eden Park,1,19.0,-0.8000000000000007,155,0,1,True,116.67,True,115,79.0,48.0,0.0,73.0,43.0,0.0,42.5
7117,West Indies_England_2022-01-30,2022-01-30,KR Mayers,31,19,caught,1.0,1,0,England,West Indies,Kensington Oval,1,-1.0,0.8499999999999996,179,1,0,True,163.16,True,40,40.0,38.0,0.0,105.0,24.0,39.0,40.0
5017,Pakistan_Sri Lanka_2009-06-21,2009-06-21,I Udana,1,5,bowled,0.0,1,5,Pakistan,Sri Lanka,Lord's,1,-1.0,-0.5464285714285708,138,70,67,False,20.0,True,78,20.0,3.0,0.0,33.0,6.0,36.0,0.0
10518,Australia_West Indies_2013-02-13,2013-02-13,BCJ Cutting,0,1,stumped,0.0,2,7,West Indies,Australia,Brisbane Cricket Ground,0,50.0,-1.3500000000000014,164,100,139,False,0.0,True,103,7.0,,,25.0,0.0,6.0,0.0
6985,Sri Lanka_Afghanistan_2024-02-19,2024-02-19,Gulbadin Naib,4,8,caught,0.0,2,2,Sri Lanka,Afghanistan,Rangiri Dambulla International Stadium,1,157.0,-3.6,115,15,19,True,50.0,True,25,25.0,0.0,12.0,92.0,24.0,51.0,16.0
10483,Australia_England_2014-01-31,2014-01-31,JC Tredwell,0,1,bowled,0.0,1,9,Australia,England,Melbourne Cricket Ground,1,-1.0,-2.3314606741573023,130,120,130,False,0.0,True,120,0.0,,,1.0,,,0.0
4825,India_Australia_2019-02-24,2019-02-24,KD Karthik,1,3,bowled,0.0,1,4,Australia,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,-1.0,-0.0499999999999998,126,75,92,False,33.33,True,78,0.0,6.0,0.0,66.0,24.0,0.0,19.0
3029,India_Pakistan_2016-03-19,2016-03-19,RG Sharma,10,11,caught,1.0,2,0,Pakistan,India,Eden Gardens,1,104.0,0.9602339181286546,119,1,0,True,90.91,True,13,73.0,25.0,0.0,50.0,26.0,38.0,6.666666666666667
23,South Africa_Australia_2016-03-04,2016-03-04,AJ Finch,40,18,caught,0.0,1,0,South Africa,Australia,Kingsmead,1,-1.0,-0.3224137931034487,157,1,2,True,222.22,True,43,0.0,0.0,0.0,174.0,49.0,12.0,0.0
6441,Australia_India_2022-09-23,2022-09-23,SPD Smith,8,5,run out,0.0,1,4,India,Australia,Vidarbha Cricket Association Stadium,0,-1.0,-1.2954545454545467,90,31,50,False,160.0,True,48,2.0,0.0,0.0,29.0,0.0,0.0,35.0
10601,South Africa_Sri Lanka_2017-01-20,2017-01-20,ST de Silva,0,1,caught,0.0,2,2,South Africa,Sri Lanka,SuperSport Park,1,52.0,-1.9000000000000004,107,37,74,False,0.0,True,38,6.0,5.0,,37.0,,,0.0
9670,India_South Africa_2009-06-16,2009-06-16,RP Singh,2,2,0,0.0,2,8,South Africa,India,Trent Bridge,0,12.0,-0.5999999999999996,118,114,111,False,100.0,False,120,10.0,,,0.0,,,0.0
83,Sri Lanka_Australia_2022-06-08,2022-06-08,AJ Finch,24,13,caught,1.0,2,0,Sri Lanka,Australia,R. Premadasa Stadium,1,91.0,0.8654205607476637,126,1,2,True,184.62,True,16,0.0,24.0,0.0,115.0,24.0,66.0,61.0
9039,Australia_South Africa_2006-01-09,2006-01-09,M Zondeki,0,1,bowled,0.0,2,10,Australia,South Africa,Brisbane Cricket Ground,0,95.0,-4.749999999999999,114,111,114,False,0.0,True,111,,,,12.0,,,0.0
6112,England_Pakistan_2022-09-23,2022-09-23,BM Duckett,70,42,0,1.0,1,2,Pakistan,England,National Stadium,0,-1.0,3.1500000000000004,221,39,65,False,166.67,False,120,32.0,18.0,,58.0,44.0,19.0,32.0
10225,England_West Indies_2011-09-25,2011-09-25,C Kieswetter,10,9,bowled,0.0,2,0,West Indies,England,The Oval,1,99.0,-1.25,88,1,0,True,111.11,True,20,15.0,48.0,,96.0,46.0,12.0,38.0
9841,India_Pakistan_2012-12-25,2012-12-25,I Sharma,0,1,bowled,0.0,1,9,Pakistan,India,M. Chinnaswamy Stadium,0,-1.0,-0.1635593220338975,133,110,124,False,0.0,True,110,6.0,4.0,,10.0,,0.0,0.0
2566,England_India_2018-07-03,2018-07-03,KL Rahul,101,54,0,1.0,2,1,England,India,Old Trafford,1,-4.0,0.9409090909090904,163,6,8,True,187.04,False,110,20.0,0.0,24.0,121.0,49.0,14.0,0.0
8978,Sri Lanka_Australia_2011-08-08,2011-08-08,KC Sangakkara,24,16,caught,1.0,1,3,Australia,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,0.3999999999999994,157,54,79,False,150.0,True,85,6.0,19.0,,46.0,36.0,31.0,30.0
7005,Australia_Afghanistan_2022-11-04,2022-11-04,Naveen-ul-Haq,0,0,0,0.0,2,7,Australia,Afghanistan,Adelaide Oval,1,4.0,-0.200000000000001,164,115,148,False,0.0,False,120,0.0,,,0.0,0.0,0.0,0.0
3437,Pakistan_New Zealand_2024-01-21,2024-01-21,Babar Azam,13,24,caught,1.0,1,1,New Zealand,Pakistan,Hagley Oval,1,-1.0,2.1000000000000005,134,4,0,True,54.17,True,59,17.0,48.0,0.0,81.0,48.0,24.0,50.0
997,Pakistan_South Africa_2022-11-03,2022-11-03,Q de Kock,0,5,caught,0.0,2,0,Pakistan,South Africa,Sydney Cricket Ground,0,184.0,-1.5357142857142856,108,1,1,True,0.0,True,6,40.0,6.0,26.0,125.0,12.0,0.0,34.5
8538,West Indies_South Africa_2010-05-19,2010-05-19,GC Smith,37,31,stumped,1.0,1,0,West Indies,South Africa,Sir Vivian Richards Stadium,0,-1.0,0.6499999999999995,136,1,0,True,119.35,True,73,0.0,49.0,0.0,176.0,0.0,31.0,20.5
3465,Pakistan_West Indies_2018-04-01,2018-04-01,ADS Fletcher,0,3,caught,0.0,2,0,Pakistan,West Indies,National Stadium,1,195.0,-5.759756097560976,60,1,6,True,0.0,True,9,14.0,26.0,0.0,107.0,39.0,15.0,0.0
410,England_Sri Lanka_2014-05-20,2014-05-20,KMDN Kulasekara,9,5,run out,1.0,1,6,England,Sri Lanka,The Oval,0,-1.0,0.450000000000001,183,104,145,False,180.0,True,120,9.0,0.0,,21.0,0.0,0.0,0.0
8694,New Zealand_Pakistan_2010-12-28,2010-12-28,Younis Khan,3,4,caught,0.0,2,3,New Zealand,Pakistan,Seddon Park,1,109.0,-1.95,146,50,70,False,75.0,True,60,6.0,17.0,,55.0,17.0,48.0,2.0
1164,South Africa_Sri Lanka_2019-03-19,2019-03-19,JP Duminy,9,7,run out,-1.0,2,4,Sri Lanka,South Africa,Newlands Cricket Ground,1,1.0,0.0,134,100,118,False,128.57,True,119,6.0,0.0,0.0,25.0,0.0,6.0,0.0
5939,South Africa_Sri Lanka_2019-03-19,2019-03-19,HE van der Dussen,34,30,caught,-1.0,2,2,Sri Lanka,South Africa,Newlands Cricket Ground,1,16.0,0.0,134,38,34,False,113.33,True,99,18.0,0.0,0.0,77.0,49.0,29.0,0.0
4399,New Zealand_Pakistan_2010-12-26,2010-12-26,Ahmed Shehzad,14,7,caught,0.0,1,1,New Zealand,Pakistan,Eden Park,0,-1.0,-1.3548543689320385,143,25,37,True,200.0,True,36,12.0,0.0,0.0,99.0,18.0,52.0,0.0
3422,New Zealand_Pakistan_2022-10-08,2022-10-08,Babar Azam,79,53,0,1.0,2,0,New Zealand,Pakistan,Hagley Oval,0,-2.0,0.7772727272727273,149,1,0,True,149.06,False,110,18.0,24.0,0.0,130.0,38.0,12.0,35.55555555555556
9041,New Zealand_Sri Lanka_2007-09-15,2007-09-15,L Vincent,14,16,caught,0.0,1,0,Sri Lanka,New Zealand,New Wanderers Stadium,1,-1.0,-0.7203539823008871,164,1,0,True,87.5,True,31,50.0,48.0,,140.0,0.0,0.0,0.0
3645,India_Pakistan_2016-03-19,2016-03-19,Sarfraz Ahmed,8,6,0,0.0,1,4,India,Pakistan,Eden Gardens,0,-1.0,-0.9602339181286546,118,96,103,False,133.33,False,108,6.0,1.0,0.0,6.0,0.0,0.0,31.5
939,South Africa_New Zealand_2012-12-26,2012-12-26,Q de Kock,2,4,caught,1.0,1,1,New Zealand,South Africa,St George's Park,1,-1.0,1.6499999999999997,179,12,2,True,50.0,True,28,38.0,56.0,0.0,109.0,0.0,24.0,14.0
10068,New Zealand_West Indies_2008-12-26,2008-12-26,SJ Benn,5,2,0,-1.0,2,8,New Zealand,West Indies,Eden Park,0,0.0,0.0,155,119,154,False,250.0,False,120,0.0,0.0,,2.0,,2.0,0.0
6247,New Zealand_West Indies_2012-10-01,2012-10-01,DM Bravo,16,21,bowled,-1.0,1,3,New Zealand,West Indies,Pallekele International Cricket Stadium,0,-1.0,0.0,139,39,61,False,76.19,True,77,0.0,26.0,0.0,73.0,12.0,56.0,0.0
6311,India_West Indies_2022-08-07,2022-08-07,OC McCoy,0,3,caught,0.0,2,9,India,West Indies,Central Broward Regional Park Stadium,0,88.0,-4.4,100,92,100,False,0.0,True,94,6.0,,0.0,26.0,3.0,0.0,2.0
1922,England_South Africa_2017-06-23,2017-06-23,LE Plunkett,0,0,0,0.0,2,6,South Africa,England,County Ground,1,3.0,-0.1499999999999985,171,119,171,False,0.0,False,120,0.0,,,0.0,0.0,0.0,0.0
10540,Pakistan_Sri Lanka_2013-12-13,2013-12-13,Bilawal Bhatti,0,1,stumped,0.0,2,7,Sri Lanka,Pakistan,Dubai International Cricket Stadium,1,126.0,-1.200000000000001,187,63,85,False,0.0,True,63,24.0,,,51.0,8.0,42.0,10.0
10527,South Africa_England_2016-02-19,2016-02-19,D Wiese,2,2,bowled,1.0,2,5,England,South Africa,Newlands Cricket Ground,1,15.0,0.0499999999999998,135,104,103,False,100.0,True,113,6.0,0.0,,13.0,0.0,0.0,0.0
7999,New Zealand_Pakistan_2016-01-15,2016-01-15,MJ Henry,10,5,caught,0.0,2,7,Pakistan,New Zealand,Eden Park,1,19.0,-0.8000000000000007,155,107,142,False,200.0,True,114,15.0,0.0,,14.0,0.0,0.0,0.0
79,Sri Lanka_Australia_2022-02-18,2022-02-18,AJ Finch,2,5,caught,1.0,2,1,Sri Lanka,Australia,Melbourne Cricket Ground,1,107.0,0.9215596330275222,143,26,20,True,40.0,True,38,6.0,23.0,0.0,90.0,50.0,17.0,22.666666666666668
7452,South Africa_England_2022-07-31,2022-07-31,RJW Topley,0,0,caught,0.0,2,9,South Africa,England,The Rose Bowl,1,90.0,-4.500000000000001,101,97,97,False,0.0,True,100,0.0,,,0.0,0.0,,5.0
10390,Australia_West Indies_2012-10-05,2012-10-05,XJ Doherty,9,7,bowled,0.0,2,9,West Indies,Australia,R. Premadasa Stadium,0,74.0,-3.7,131,92,121,False,128.57,True,100,6.0,6.0,,22.0,0.0,5.0,6.0
9443,South Africa_West Indies_2015-01-14,2015-01-14,DJG Sammy,8,9,caught,0.0,2,6,South Africa,West Indies,Kingsmead,1,81.0,-3.45,126,85,102,False,88.89,True,99,12.0,6.0,,51.0,0.0,0.0,10.0
7959,India_Sri Lanka_2023-01-03,2023-01-03,D Madushanka,0,0,run out,0.0,2,10,India,Sri Lanka,Wankhede Stadium,1,2.0,-0.0999999999999996,160,120,160,False,0.0,True,120,0.0,,,0.0,0.0,0.0,0.0
4980,Pakistan_Sri Lanka_2013-12-11,2013-12-11,NLTC Perera,2,2,0,0.0,1,5,Pakistan,Sri Lanka,Dubai International Cricket Stadium,0,-1.0,-0.3673913043478256,145,117,142,False,100.0,False,120,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8866,England_Sri Lanka_2011-06-25,2011-06-25,DPMD Jayawardene,72,57,0,1.0,2,0,England,Sri Lanka,County Ground,1,-1.0,1.1038461538461544,137,0,1,True,126.32,False,104,0.0,31.0,,154.0,0.0,52.0,0.0
1641,New Zealand_England_2013-02-09,2013-02-09,JC Buttler,32,15,0,1.0,1,4,New Zealand,England,Eden Park,0,-1.0,2.0,214,96,173,False,213.33,False,120,13.0,0.0,0.0,30.0,0.0,5.0,0.0
8798,England_Pakistan_2010-02-20,2010-02-20,TT Bresnan,0,1,caught,0.0,1,6,Pakistan,England,Dubai International Cricket Stadium,0,-1.0,-0.4421052631578943,148,118,144,False,0.0,True,118,0.0,0.0,,3.0,0.0,0.0,0.0
8292,England_India_2007-09-19,2007-09-19,KP Pietersen,39,23,caught and bowled,0.0,2,1,India,England,Kingsmead,0,92.0,-0.9000000000000004,200,35,53,False,169.57,True,85,32.0,0.0,0.0,119.0,0.0,26.0,20.0
8810,Australia_England_2014-02-02,2014-02-02,TT Bresnan,14,7,stumped,0.0,2,6,Australia,England,Stadium Australia,0,97.0,-4.2,111,77,83,False,200.0,True,87,2.0,0.0,,53.0,12.0,6.0,14.5
7272,Pakistan_India_2022-08-28,2022-08-28,SA Yadav,18,18,bowled,1.0,2,3,Pakistan,India,Dubai International Cricket Stadium,1,58.0,0.1754237288135591,148,56,54,False,100.0,True,86,11.0,21.0,0.0,73.0,29.0,0.0,33.75
1979,England_West Indies_2016-03-16,2016-03-16,JE Root,48,36,caught,0.0,1,1,West Indies,England,Wankhede Stadium,0,-1.0,-0.973394495412844,182,28,37,True,133.33,True,86,15.0,18.0,0.0,107.0,24.0,24.0,21.0
5290,New Zealand_West Indies_2012-07-01,2012-07-01,TWM Latham,19,19,bowled,0.0,2,5,West Indies,New Zealand,Central Broward Regional Park Stadium,0,92.0,-3.05,116,54,43,False,100.0,True,85,0.0,0.0,,98.0,0.0,32.0,15.0
3958,Sri Lanka_New Zealand_2009-09-02,2009-09-02,MJ Guptill,29,25,caught,1.0,1,1,Sri Lanka,New Zealand,R. Premadasa Stadium,1,-1.0,0.1499999999999994,141,14,14,True,116.0,True,68,0.0,37.0,0.0,122.0,25.0,24.0,0.0
4356,Pakistan_Sri Lanka_2007-09-17,2007-09-17,Kamran Akmal,10,9,0,1.0,1,5,Sri Lanka,Pakistan,New Wanderers Stadium,0,-1.0,1.6499999999999997,189,101,154,False,111.11,False,120,0.0,6.0,0.0,25.0,0.0,7.0,15.0
3823,Sri Lanka_Australia_2022-10-25,2022-10-25,DA Warner,11,10,caught,1.0,2,0,Sri Lanka,Australia,Perth Stadium,1,131.0,1.7257575757575765,158,1,0,True,110.0,True,25,30.0,25.0,0.0,121.0,18.0,38.0,34.2
4196,Australia_Sri Lanka_2022-02-20,2022-02-20,MP Stoinis,17,10,caught,0.0,1,3,Sri Lanka,Australia,Melbourne Cricket Ground,1,-1.0,-0.1151260504201685,154,57,56,False,170.0,True,74,1.0,24.0,0.0,87.0,18.0,7.0,17.25
2519,India_South Africa_2019-09-22,2019-09-22,V Kohli,9,15,caught,0.0,1,1,South Africa,India,M. Chinnaswamy Stadium,1,-1.0,-1.616831683168317,134,15,22,True,60.0,True,51,23.0,49.0,24.0,88.0,0.0,16.0,72.0
7631,India_West Indies_2022-02-20,2022-02-20,RL Chase,12,7,bowled,0.0,2,5,India,West Indies,Eden Gardens,1,84.0,-0.8499999999999996,167,63,89,False,171.43,True,71,19.0,6.0,,70.0,22.0,6.0,4.0
5206,Australia_West Indies_2013-02-13,2013-02-13,NM Coulter-Nile,16,11,0,0.0,2,7,West Indies,Australia,Brisbane Cricket Ground,0,27.0,-1.3500000000000014,164,101,139,False,145.45,False,120,9.0,0.0,0.0,27.0,0.0,6.0,0.0
7254,India_England_2021-03-20,2021-03-20,JC Archer,1,2,run out,0.0,2,6,India,England,Narendra Modi Stadium,1,56.0,-1.799999999999999,188,112,166,False,50.0,True,114,3.0,,,15.0,,,18.0
754,Sri Lanka_New Zealand_2019-09-03,2019-09-03,C de Grandhomme,59,46,caught,1.0,2,2,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,0,14.0,0.3398305084745754,165,20,37,True,128.26,True,110,18.0,24.0,25.0,73.0,40.0,24.0,44.0
7346,India_Sri Lanka_2023-01-03,2023-01-03,P Nissanka,1,3,bowled,0.0,2,0,India,Sri Lanka,Wankhede Stadium,1,150.0,-0.0999999999999996,160,1,0,True,33.33,True,11,26.0,19.0,0.0,138.0,36.0,30.0,0.0
7550,Pakistan_England_2022-09-28,2022-09-28,Mohammad Wasim,6,7,caught,1.0,1,8,England,Pakistan,Gaddafi Stadium,0,-1.0,0.2999999999999998,145,96,118,False,85.71,True,114,8.0,,,38.0,,,0.0
2315,West Indies_England_2017-09-16,2017-09-16,R Powell,28,19,caught,1.0,1,4,England,West Indies,Riverside Ground,0,-1.0,1.0500000000000007,176,75,123,False,147.37,True,111,0.0,0.0,0.0,77.0,12.0,6.0,0.0
2257,Australia_West Indies_2012-09-22,2012-09-22,KA Pollard,10,7,caught,0.0,1,4,Australia,West Indies,R. Premadasa Stadium,1,-1.0,-1.3590909090909091,191,94,141,False,142.86,True,105,6.0,0.0,2.0,19.0,0.0,0.0,0.0
1974,England_New Zealand_2015-06-23,2015-06-23,JE Root,68,46,caught,1.0,1,1,New Zealand,England,Old Trafford,1,-1.0,2.8000000000000007,191,19,29,True,147.83,True,104,19.0,12.0,0.0,100.0,24.0,25.0,0.0
5890,Pakistan_South Africa_2021-02-13,2021-02-13,Mohammad Rizwan,51,41,caught,0.0,1,0,South Africa,Pakistan,Gaddafi Stadium,0,-1.0,-1.6775510204081645,144,1,4,True,124.39,True,94,19.0,48.0,25.0,99.0,26.0,8.0,104.0
6150,New Zealand_India_2022-11-22,2022-11-22,DJ Mitchell,10,5,caught,-1.0,1,3,India,New Zealand,McLean Park,1,-1.0,-0.3333333333333339,160,95,131,False,200.0,True,109,13.0,0.0,0.0,13.0,0.0,0.0,22.0
5955,South Africa_West Indies_2021-06-29,2021-06-29,HE van der Dussen,32,24,caught,1.0,1,3,West Indies,South Africa,National Cricket Stadium,0,-1.0,0.0499999999999989,167,59,91,False,133.33,True,114,13.0,0.0,18.0,108.0,0.0,2.0,29.0
10421,England_Pakistan_2012-02-27,2012-02-27,Hammad Azam,2,2,bowled,0.0,2,5,England,Pakistan,Sheikh Zayed Stadium,0,5.0,-0.25,124,117,121,False,100.0,True,120,0.0,0.0,,9.0,0.0,0.0,21.0
5415,Sri Lanka_Pakistan_2017-10-26,2017-10-26,S Samarawickrama,23,23,bowled,0.0,1,1,Pakistan,Sri Lanka,Sheikh Zayed Stadium,0,-1.0,-0.8423076923076929,102,4,3,True,100.0,True,50,42.0,46.0,0.0,70.0,36.0,18.0,0.0
5522,Sri Lanka_New Zealand_2019-09-03,2019-09-03,MDKJ Perera,11,10,bowled,0.0,1,0,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,-0.3398305084745754,161,1,0,True,110.0,True,38,18.0,24.0,25.0,86.0,40.0,37.0,11.0
6868,Sri Lanka_New Zealand_2019-09-06,2019-09-06,LD Madushanka,20,23,lbw,1.0,1,3,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,1.85,125,54,50,False,86.96,True,94,0.0,18.0,20.0,46.0,31.0,1.0,0.0
697,New Zealand_England_2019-11-08,2019-11-08,C Munro,30,21,caught,0.0,2,0,England,New Zealand,McLean Park,1,171.0,-3.8000000000000007,165,1,0,True,142.86,True,42,42.0,27.0,0.0,115.0,42.0,0.0,11.333333333333334
8853,Sri Lanka_Pakistan_2009-08-12,2009-08-12,DPMD Jayawardene,12,13,caught,0.0,2,1,Pakistan,Sri Lanka,R. Premadasa Stadium,0,101.0,-2.6,120,24,39,True,92.31,True,52,24.0,6.0,,82.0,26.0,49.0,0.0
1311,West Indies_England_2014-03-09,2014-03-09,AD Hales,3,7,stumped,0.0,2,0,West Indies,England,Kensington Oval,0,157.0,-1.3499999999999996,143,1,0,True,42.86,True,15,0.0,0.0,0.0,155.0,22.0,60.0,0.0
1061,India_South Africa_2010-05-02,2010-05-02,AB de Villiers,31,15,caught,0.0,2,2,India,South Africa,Daren Sammy National Cricket Stadium,1,19.0,-0.7000000000000011,172,94,119,False,206.67,True,118,13.0,3.0,0.0,28.0,6.0,6.0,0.0
5152,Pakistan_New Zealand_2018-01-28,2018-01-28,Faheem Ashraf,8,4,bowled,1.0,1,5,New Zealand,Pakistan,Bay Oval,1,-1.0,0.9000000000000004,181,109,158,False,200.0,True,112,13.0,0.0,0.0,13.0,0.0,0.0,3.5
2541,India_England_2022-07-09,2022-07-09,V Kohli,1,3,caught,1.0,1,1,England,India,Edgbaston,0,-1.0,2.45,170,30,49,True,33.33,True,37,20.0,12.0,0.0,94.0,25.0,19.0,0.0
667,India_New Zealand_2016-03-15,2016-03-15,C Munro,7,6,caught,1.0,1,1,India,New Zealand,Vidarbha Cricket Association Stadium,1,-1.0,2.35,126,3,6,True,116.67,True,9,36.0,52.0,0.0,58.0,26.0,62.0,0.0
682,England_New Zealand_2018-02-18,2018-02-18,C Munro,57,21,caught,0.0,2,0,England,New Zealand,Seddon Park,1,116.0,-0.0999999999999996,192,1,1,True,271.43,True,39,41.0,39.0,0.0,100.0,61.0,6.0,28.0
1099,South Africa_West Indies_2016-03-25,2016-03-25,AB de Villiers,10,12,bowled,0.0,1,3,West Indies,South Africa,Vidarbha Cricket Association Stadium,0,-1.0,-0.1542372881355929,122,19,20,True,83.33,True,46,0.0,49.0,0.0,106.0,36.0,12.0,9.666666666666666
3547,New Zealand_West Indies_2014-01-11,2014-01-11,S Badree,14,22,0,0.0,2,8,New Zealand,West Indies,Eden Park,0,81.0,-4.049999999999999,108,83,78,False,63.64,False,120,6.0,,,62.0,0.0,12.0,0.0
907,New Zealand_South Africa_2012-02-17,2012-02-17,HM Amla,19,15,run out,0.0,1,0,New Zealand,South Africa,Sky Stadium,0,-1.0,-0.3051724137931044,147,1,0,True,126.67,True,21,18.0,12.0,0.0,140.0,0.0,66.0,0.0
1560,India_South Africa_2022-10-30,2022-10-30,DA Miller,59,46,0,1.0,2,3,India,South Africa,Perth Stadium,0,-4.0,0.3161016949152531,137,35,24,False,128.26,False,118,25.0,18.0,0.0,99.0,0.0,30.0,62.5
966,India_South Africa_2019-09-18,2019-09-18,Q de Kock,52,37,caught,0.0,1,0,India,South Africa,Punjab Cricket Association IS Bindra Stadium,0,-1.0,-0.4973684210526317,149,1,0,True,140.54,True,68,0.0,54.0,19.0,144.0,0.0,16.0,0.0
8214,England_Australia_2005-06-13,2005-06-13,MEK Hussey,1,6,caught,0.0,2,3,England,Australia,The Rose Bowl,0,155.0,-4.999999999999999,79,20,23,True,16.67,True,28,0.0,18.0,0.0,156.0,0.0,0.0,0.0
10305,South Africa_Australia_2011-10-16,2011-10-16,CA Ingram,5,6,bowled,1.0,2,1,Australia,South Africa,New Wanderers Stadium,0,129.0,0.3717391304347828,148,7,5,True,83.33,True,19,60.0,24.0,,100.0,0.0,38.0,33.0
7586,New Zealand_Sri Lanka_2022-10-29,2022-10-29,M Theekshana,0,3,caught,0.0,2,7,New Zealand,Sri Lanka,Sydney Cricket Ground,0,102.0,-3.25,102,71,64,False,0.0,True,75,7.0,6.0,,58.0,23.0,13.0,0.0
679,New Zealand_Australia_2018-02-03,2018-02-03,C Munro,3,3,caught,0.0,1,0,Australia,New Zealand,Sydney Cricket Ground,0,-1.0,-2.497826086956522,117,0,1,True,100.0,True,7,15.0,37.0,0.0,101.0,37.0,0.0,25.0
716,New Zealand_India_2020-02-02,2020-02-02,TC Bruce,0,3,run out,0.0,2,2,India,New Zealand,Bay Oval,0,146.0,-0.3500000000000005,156,16,17,True,0.0,True,20,0.0,24.0,0.0,134.0,49.0,9.0,0.0
2239,New Zealand_West Indies_2008-12-28,2008-12-28,KA Pollard,38,24,caught,0.0,2,4,New Zealand,West Indies,Seddon Park,0,36.0,-1.8000000000000007,155,70,87,False,158.33,True,117,0.0,15.0,0.0,63.0,0.0,27.0,7.0
3014,India_West Indies_2014-03-23,2014-03-23,RG Sharma,62,55,0,1.0,2,0,West Indies,India,Shere Bangla National Stadium,1,-1.0,0.1601694915254228,130,1,0,True,112.73,False,118,24.0,27.0,0.0,67.0,49.0,87.0,24.0
6283,West Indies_India_2018-11-04,2018-11-04,K Pierre,9,5,0,0.0,1,8,India,West Indies,Eden Gardens,0,-1.0,-0.7182242990654206,109,109,88,False,180.0,False,120,0.0,,,11.0,,0.0,0.0
