Unnamed: 0,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type,review
17,S Mostary,TR Sadhu,Dilara Akter,0,0,0,19,137.0,13,9,1,-,4.0,caught,S Mostary,RP Yadav,2,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
18,Rubya Haider,TR Sadhu,Dilara Akter,2,0,2,21,135.0,2,1,1,-,5.0,0,,,2,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Medium,
19,Rubya Haider,TR Sadhu,Dilara Akter,4,0,4,25,131.0,6,2,1,-,6.0,0,,,2,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Medium,
20,Dilara Akter,RP Yadav,Rubya Haider,0,1,1,26,130.0,4,7,1,wides,0.0,0,,,3,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Left arm Orthodox,
21,Dilara Akter,RP Yadav,Rubya Haider,0,0,0,26,130.0,4,8,2,-,1.0,caught,Dilara Akter,P Vastrakar,3,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Left arm Orthodox,
22,Nigar Sultana,RP Yadav,Rubya Haider,1,0,1,27,129.0,1,1,2,-,2.0,0,,,3,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Left arm Orthodox,
23,Rubya Haider,RP Yadav,Nigar Sultana,0,0,0,27,129.0,6,3,2,-,3.0,0,,,3,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Left arm Orthodox,
24,Rubya Haider,RP Yadav,Nigar Sultana,1,0,1,28,128.0,7,4,2,-,4.0,0,,,3,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Left arm Orthodox,
25,Nigar Sultana,RP Yadav,Rubya Haider,0,0,0,28,128.0,1,2,2,-,5.0,0,,,3,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Left arm Orthodox,
26,Nigar Sultana,RP Yadav,Rubya Haider,0,0,0,28,128.0,1,3,2,-,6.0,0,,,3,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Left arm Orthodox,
27,Rubya Haider,S Sajana,Nigar Sultana,0,0,0,28,128.0,7,5,2,-,1.0,0,,,4,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
28,Rubya Haider,S Sajana,Nigar Sultana,0,0,0,28,128.0,7,6,2,-,2.0,0,,,4,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
29,Rubya Haider,S Sajana,Nigar Sultana,0,0,0,28,128.0,7,7,2,-,3.0,0,,,4,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
30,Rubya Haider,S Sajana,Nigar Sultana,0,0,0,28,128.0,7,8,2,-,4.0,0,,,4,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
31,Rubya Haider,S Sajana,Nigar Sultana,4,0,4,32,124.0,11,9,2,-,5.0,0,,,4,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
32,Rubya Haider,S Sajana,Nigar Sultana,1,0,1,33,123.0,12,10,2,-,6.0,0,,,4,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
33,Rubya Haider,P Vastrakar,Nigar Sultana,0,0,0,33,123.0,12,11,2,-,1.0,0,,,5,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Medium,
34,Rubya Haider,P Vastrakar,Nigar Sultana,1,0,1,34,122.0,13,12,2,-,2.0,0,,,5,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Medium,
35,Nigar Sultana,P Vastrakar,Rubya Haider,0,0,0,34,122.0,1,4,2,-,3.0,0,,,5,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Medium,
36,Nigar Sultana,P Vastrakar,Rubya Haider,0,0,0,34,122.0,1,5,2,-,4.0,0,,,5,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Medium,
37,Nigar Sultana,P Vastrakar,Rubya Haider,0,0,0,34,122.0,1,6,2,-,5.0,0,,,5,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Medium,
38,Nigar Sultana,P Vastrakar,Rubya Haider,2,0,2,36,120.0,3,7,2,-,6.0,0,,,5,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Medium,
39,Rubya Haider,DB Sharma,Nigar Sultana,0,0,0,36,120.0,13,13,2,-,1.0,0,,,6,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
40,Rubya Haider,DB Sharma,Nigar Sultana,1,0,1,37,119.0,14,14,2,-,2.0,0,,,6,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
41,Nigar Sultana,DB Sharma,Rubya Haider,0,0,0,37,119.0,3,8,2,-,3.0,0,,,6,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Offbreak,
42,Nigar Sultana,DB Sharma,Rubya Haider,1,0,1,38,118.0,4,9,2,-,4.0,0,,,6,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Offbreak,
43,Rubya Haider,DB Sharma,Nigar Sultana,1,0,1,39,117.0,15,15,2,-,5.0,0,,,6,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Offbreak,
44,Nigar Sultana,DB Sharma,Rubya Haider,1,0,1,40,116.0,5,10,2,-,6.0,0,,,6,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Offbreak,
45,Nigar Sultana,S Asha,Rubya Haider,0,0,0,40,116.0,5,11,2,-,1.0,0,,,7,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Legbreak,
46,Nigar Sultana,S Asha,Rubya Haider,1,0,1,41,115.0,6,12,2,-,2.0,0,,,7,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Legbreak,
47,Rubya Haider,S Asha,Nigar Sultana,0,0,0,41,115.0,15,16,2,-,3.0,0,,,7,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Legbreak,
48,Rubya Haider,S Asha,Nigar Sultana,4,0,4,45,111.0,19,17,2,-,4.0,0,,,7,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Legbreak,
49,Rubya Haider,S Asha,Nigar Sultana,1,0,1,46,110.0,20,18,2,-,5.0,0,,,7,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Right arm Legbreak,
50,Nigar Sultana,S Asha,Rubya Haider,1,0,1,47,109.0,7,13,2,-,6.0,0,,,7,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Right arm Legbreak,
51,Nigar Sultana,RP Yadav,Rubya Haider,0,0,0,47,109.0,7,14,3,-,1.0,bowled,Nigar Sultana,,8,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Left arm Orthodox,
52,Ritu Moni,RP Yadav,Rubya Haider,1,0,1,48,108.0,1,1,3,-,2.0,0,,,8,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Left hand Bat,Left arm Orthodox,
53,Rubya Haider,RP Yadav,Ritu Moni,0,0,0,48,108.0,20,19,3,-,3.0,0,,,8,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Left arm Orthodox,
54,Rubya Haider,RP Yadav,Ritu Moni,0,0,0,48,108.0,20,20,3,-,4.0,0,,,8,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Left arm Orthodox,
55,Rubya Haider,RP Yadav,Ritu Moni,0,0,0,48,108.0,20,21,4,-,5.0,lbw,Rubya Haider,,8,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Left hand Bat,Right hand Bat,Left arm Orthodox,
56,Shorna Akter,RP Yadav,Ritu Moni,0,0,0,48,108.0,0,1,4,-,6.0,0,,,8,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
57,Ritu Moni,S Asha,Shorna Akter,1,0,1,49,107.0,2,2,4,-,1.0,0,,,9,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
58,Shorna Akter,S Asha,Ritu Moni,0,1,1,50,106.0,0,1,4,wides,1.0,0,,,9,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
59,Shorna Akter,S Asha,Ritu Moni,1,0,1,51,105.0,1,2,4,-,2.0,0,,,9,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
60,Ritu Moni,S Asha,Shorna Akter,1,0,1,52,104.0,3,3,4,-,3.0,0,,,9,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
61,Shorna Akter,S Asha,Ritu Moni,0,0,0,52,104.0,1,3,5,-,4.0,caught,Shorna Akter,H Kaur,9,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
62,Shorifa Khatun,S Asha,Ritu Moni,0,0,0,52,104.0,0,1,5,-,5.0,0,,,9,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
63,Shorifa Khatun,S Asha,Ritu Moni,0,0,0,52,104.0,0,2,5,-,6.0,0,,,9,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
64,Ritu Moni,RP Yadav,Shorifa Khatun,0,0,0,52,104.0,3,4,5,-,1.0,0,,,10,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
65,Ritu Moni,RP Yadav,Shorifa Khatun,2,0,2,54,102.0,5,5,5,-,2.0,0,,,10,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
66,Ritu Moni,RP Yadav,Shorifa Khatun,0,0,0,54,102.0,5,6,5,-,3.0,0,,,10,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
67,Ritu Moni,RP Yadav,Shorifa Khatun,0,5,5,59,97.0,5,6,5,wides,3.0,0,,,10,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
68,Ritu Moni,RP Yadav,Shorifa Khatun,4,0,4,63,93.0,9,7,5,-,4.0,0,,,10,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
69,Ritu Moni,RP Yadav,Shorifa Khatun,0,0,0,63,93.0,9,8,5,-,5.0,0,,,10,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
70,Ritu Moni,RP Yadav,Shorifa Khatun,1,0,1,64,92.0,10,9,5,-,6.0,0,,,10,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
71,Ritu Moni,S Sajana,Shorifa Khatun,0,0,0,64,92.0,10,10,5,-,1.0,0,,,11,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
72,Ritu Moni,S Sajana,Shorifa Khatun,4,0,4,68,88.0,14,11,5,-,2.0,0,,,11,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
73,Ritu Moni,S Sajana,Shorifa Khatun,2,0,2,70,86.0,16,12,5,-,3.0,0,,,11,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
74,Ritu Moni,S Sajana,Shorifa Khatun,0,0,0,70,86.0,16,13,5,-,4.0,0,,,11,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
75,Ritu Moni,S Sajana,Shorifa Khatun,0,0,0,70,86.0,16,14,5,-,5.0,0,,,11,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
76,Ritu Moni,S Sajana,Shorifa Khatun,1,0,1,71,85.0,17,15,5,-,6.0,0,,,11,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
77,Ritu Moni,P Vastrakar,Shorifa Khatun,0,0,0,71,85.0,17,16,5,-,1.0,0,,,12,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
78,Ritu Moni,P Vastrakar,Shorifa Khatun,4,0,4,75,81.0,21,17,5,-,2.0,0,,,12,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
79,Ritu Moni,P Vastrakar,Shorifa Khatun,4,0,4,79,77.0,25,18,5,-,3.0,0,,,12,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
80,Ritu Moni,P Vastrakar,Shorifa Khatun,2,0,2,81,75.0,27,19,5,-,4.0,0,,,12,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
81,Ritu Moni,P Vastrakar,Shorifa Khatun,0,0,0,81,75.0,27,20,5,-,5.0,0,,,12,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
82,Ritu Moni,P Vastrakar,Shorifa Khatun,1,0,1,82,74.0,28,21,5,-,6.0,0,,,12,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
83,Ritu Moni,RP Yadav,Shorifa Khatun,1,0,1,83,73.0,29,22,5,-,1.0,0,,,13,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
84,Shorifa Khatun,RP Yadav,Ritu Moni,0,0,0,83,73.0,0,3,5,-,2.0,0,,,13,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
85,Shorifa Khatun,RP Yadav,Ritu Moni,2,0,2,85,71.0,2,4,5,-,3.0,0,,,13,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
86,Shorifa Khatun,RP Yadav,Ritu Moni,1,0,1,86,70.0,3,5,5,-,4.0,0,,,13,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
87,Ritu Moni,RP Yadav,Shorifa Khatun,1,0,1,87,69.0,30,23,5,-,5.0,0,,,13,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
88,Shorifa Khatun,RP Yadav,Ritu Moni,3,0,3,90,66.0,6,6,5,-,6.0,0,,,13,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Left arm Orthodox,
89,Shorifa Khatun,TR Sadhu,Ritu Moni,4,0,4,94,62.0,10,7,5,-,1.0,0,,,14,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
90,Shorifa Khatun,TR Sadhu,Ritu Moni,1,0,1,95,61.0,11,8,5,-,2.0,0,,,14,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
91,Ritu Moni,TR Sadhu,Shorifa Khatun,0,0,0,95,61.0,30,24,5,-,3.0,0,,,14,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
92,Ritu Moni,TR Sadhu,Shorifa Khatun,0,0,0,95,61.0,30,25,5,-,4.0,0,,,14,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
93,Ritu Moni,TR Sadhu,Shorifa Khatun,0,0,0,95,61.0,30,26,5,-,5.0,0,,,14,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
94,Ritu Moni,TR Sadhu,Shorifa Khatun,1,0,1,96,60.0,31,27,5,-,6.0,0,,,14,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Medium,
95,Ritu Moni,DB Sharma,Shorifa Khatun,1,0,1,97,59.0,32,28,5,-,1.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
96,Shorifa Khatun,DB Sharma,Ritu Moni,1,0,1,98,58.0,12,9,5,-,2.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
97,Ritu Moni,DB Sharma,Shorifa Khatun,0,0,0,98,58.0,32,29,5,-,3.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
98,Ritu Moni,DB Sharma,Shorifa Khatun,1,0,1,99,57.0,33,30,5,-,4.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
99,Shorifa Khatun,DB Sharma,Ritu Moni,4,0,4,103,53.0,16,10,5,-,5.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
100,Shorifa Khatun,DB Sharma,Ritu Moni,2,0,2,105,51.0,18,11,5,-,6.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
101,Ritu Moni,S Asha,Shorifa Khatun,2,0,2,107,49.0,35,31,5,-,1.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
102,Ritu Moni,S Asha,Shorifa Khatun,2,0,2,109,47.0,37,32,5,-,2.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
103,Ritu Moni,S Asha,Shorifa Khatun,0,0,0,109,47.0,37,33,6,-,3.0,bowled,Ritu Moni,,16,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
104,Rabeya Khan,S Asha,Shorifa Khatun,1,0,1,110,46.0,1,1,6,-,4.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
105,Shorifa Khatun,S Asha,Rabeya Khan,0,0,0,110,46.0,18,12,6,-,5.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
106,Shorifa Khatun,S Asha,Rabeya Khan,4,0,4,114,42.0,22,13,6,-,6.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Legbreak,
107,Rabeya Khan,DB Sharma,Shorifa Khatun,0,1,1,115,41.0,1,1,6,wides,0.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
108,Rabeya Khan,DB Sharma,Shorifa Khatun,0,0,0,115,41.0,1,2,6,-,1.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
109,Rabeya Khan,DB Sharma,Shorifa Khatun,2,0,2,117,39.0,3,3,6,-,2.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
110,Rabeya Khan,DB Sharma,Shorifa Khatun,1,0,1,118,38.0,4,4,6,-,3.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
111,Shorifa Khatun,DB Sharma,Rabeya Khan,1,0,1,119,37.0,23,14,6,-,4.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
112,Rabeya Khan,DB Sharma,Shorifa Khatun,1,0,1,120,36.0,5,5,6,-,5.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
113,Shorifa Khatun,DB Sharma,Rabeya Khan,0,0,0,120,36.0,23,15,6,-,6.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,5,India_Bangladesh_2024-05-09,India,Bangladesh,India,False,135,Right hand Bat,Right hand Bat,Right arm Offbreak,
