batting_team,batter,won,innings,wickets_fallen,bowling_team,venue,first_ball
West Indies,CH Gayle,1.0,2,0,England,Eden Gardens,1
West Indies,CH Gayle,1.0,2,0,India,Lord's,1
West Indies,CH Gayle,0.0,1,0,India,Shere Bangla National Stadium,1
West Indies,CH Gayle,1.0,2,0,India,Wankhede Stadium,1
West Indies,CH Gayle,-1.0,1,0,New Zealand,Eden Park,1
West Indies,CH Gayle,-1.0,2,0,New Zealand,"Eden Park, Auckland",1
West Indies,CH Gayle,0.0,2,0,New Zealand,Seddon Park,1
West Indies,CH Gayle,1.0,1,0,New Zealand,Central Broward Regional Park Stadium Turf Ground,1
West Indies,CH Gayle,1.0,1,0,New Zealand,Central Broward Regional Park Stadium Turf Ground,1
West Indies,CH Gayle,-1.0,1,0,New Zealand,Pallekele International Cricket Stadium,0
West Indies,CH Gayle,0.0,2,0,New Zealand,Saxton Oval,1
West Indies,CH Gayle,0.0,2,1,New Zealand,Bay Oval,1
West Indies,CH Gayle,1.0,1,0,Pakistan,Shere Bangla National Stadium,1
West Indies,CH Gayle,0.0,2,1,Pakistan,"Providence Stadium, Guyana",3
West Indies,CH Gayle,0.0,1,0,South Africa,New Wanderers Stadium,1
West Indies,CH Gayle,0.0,2,0,South Africa,Kennington Oval,1
West Indies,CH Gayle,1.0,2,0,South Africa,Newlands,1
West Indies,CH Gayle,1.0,2,0,South Africa,New Wanderers Stadium,1
West Indies,CH Gayle,1.0,2,0,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",1
West Indies,CH Gayle,1.0,2,1,South Africa,"National Cricket Stadium, St George's, Grenada",43
West Indies,CH Gayle,0.0,2,1,South Africa,"National Cricket Stadium, St George's, Grenada",21
West Indies,CH Gayle,0.0,2,1,South Africa,"National Cricket Stadium, St George's, Grenada",14
West Indies,CH Gayle,0.0,2,0,Sri Lanka,Kennington Oval,1
West Indies,CH Gayle,0.0,1,0,Sri Lanka,Pallekele International Cricket Stadium,1
West Indies,CH Gayle,1.0,1,0,Sri Lanka,R Premadasa Stadium,1
West Indies,CH Gayle,0.0,2,0,Sri Lanka,Shere Bangla National Stadium,1
West Indies,CH Gayle,1.0,2,2,Sri Lanka,"Coolidge Cricket Ground, Antigua",21
West Indies,CH Gayle,0.0,2,1,Sri Lanka,"Coolidge Cricket Ground, Antigua",18
West Indies,CH Gayle,1.0,2,1,Sri Lanka,"Coolidge Cricket Ground, Antigua",29
West Indies,CH Gayle,0.0,2,0,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",1
West Indies,CH Gayle,0.0,1,0,Australia,"Beausejour Stadium, Gros Islet",0
West Indies,CH Gayle,1.0,1,1,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",9
West Indies,CH Gayle,1.0,1,1,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",17
West Indies,CH Gayle,1.0,1,1,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",26
West Indies,CH Gayle,0.0,1,0,Australia,"Zayed Cricket Stadium, Abu Dhabi",1
West Indies,CH Gayle,1.0,1,0,Bangladesh,Sharjah Cricket Stadium,0
West Indies,CH Gayle,1.0,2,0,England,Providence Stadium,1
West Indies,CH Gayle,1.0,1,0,England,"Kensington Oval, Bridgetown",1
West Indies,CH Gayle,1.0,2,0,England,"Kensington Oval, Bridgetown",1
West Indies,CH Gayle,1.0,1,0,England,Riverside Ground,1
West Indies,CH Gayle,0.0,1,0,England,"Darren Sammy National Cricket Stadium, St Lucia",1
West Indies,CH Gayle,0.0,2,0,England,"Warner Park, St Kitts",1
West Indies,CH Gayle,0.0,1,1,England,Dubai International Cricket Stadium,10
West Indies,CH Gayle,1.0,1,0,India,"Kensington Oval, Bridgetown",1
West Indies,CH Gayle,1.0,2,0,India,"Sabina Park, Kingston",1
West Indies,CH Gayle,0.0,1,0,Ireland,"Sabina Park, Kingston",1
West Indies,CH Gayle,0.0,1,0,Pakistan,"Arnos Vale Ground, Kingstown",1
West Indies,CH Gayle,0.0,2,0,Pakistan,"Arnos Vale Ground, Kingstown",1
West Indies,CH Gayle,-1.0,1,1,Pakistan,"Kensington Oval, Bridgetown, Barbados",12
West Indies,CH Gayle,-1.0,1,0,Pakistan,"Providence Stadium, Guyana",1
West Indies,CH Gayle,-1.0,1,0,Pakistan,"Providence Stadium, Guyana",1
West Indies,CH Gayle,0.0,2,0,South Africa,"Sir Vivian Richards Stadium, North Sound",1
West Indies,CH Gayle,0.0,2,0,South Africa,"Sir Vivian Richards Stadium, North Sound",1
West Indies,CH Gayle,1.0,1,1,South Africa,"National Cricket Stadium, St George's, Grenada",14
West Indies,CH Gayle,0.0,1,2,South Africa,Dubai International Cricket Stadium,75
West Indies,CH Gayle,0.0,2,0,Sri Lanka,"Kensington Oval, Bridgetown",1
West Indies,E Lewis,1.0,1,0,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1
West Indies,E Lewis,0.0,2,0,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1
West Indies,E Lewis,0.0,2,0,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1
West Indies,E Lewis,0.0,2,0,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1
West Indies,E Lewis,1.0,2,0,Bangladesh,"Warner Park, Basseterre",1
West Indies,E Lewis,0.0,2,0,Bangladesh,Central Broward Regional Park Stadium Turf Ground,1
West Indies,E Lewis,1.0,2,0,Bangladesh,Sylhet International Cricket Stadium,1
West Indies,E Lewis,0.0,2,0,Bangladesh,"Shere Bangla National Stadium, Mirpur",1
West Indies,E Lewis,1.0,1,0,Bangladesh,"Shere Bangla National Stadium, Mirpur",1
West Indies,E Lewis,1.0,1,0,India,Central Broward Regional Park Stadium Turf Ground,0
West Indies,E Lewis,-1.0,1,0,India,Central Broward Regional Park Stadium Turf Ground,1
West Indies,E Lewis,0.0,1,0,India,Central Broward Regional Park Stadium Turf Ground,1
West Indies,E Lewis,0.0,2,0,India,Central Broward Regional Park Stadium Turf Ground,1
West Indies,E Lewis,0.0,1,0,India,"Rajiv Gandhi International Stadium, Uppal",1
West Indies,E Lewis,1.0,2,0,India,Greenfield International Stadium,1
West Indies,E Lewis,0.0,1,0,Pakistan,Dubai International Cricket Stadium,1
West Indies,E Lewis,0.0,2,0,Pakistan,Dubai International Cricket Stadium,1
West Indies,E Lewis,0.0,2,0,Pakistan,"Providence Stadium, Guyana",1
West Indies,E Lewis,1.0,2,0,South Africa,"National Cricket Stadium, St George's, Grenada",1
West Indies,E Lewis,0.0,2,0,South Africa,"National Cricket Stadium, St George's, Grenada",1
West Indies,E Lewis,0.0,2,0,South Africa,"National Cricket Stadium, St George's, Grenada",1
West Indies,E Lewis,0.0,2,0,South Africa,"National Cricket Stadium, St George's, Grenada",1
West Indies,E Lewis,1.0,2,0,Sri Lanka,"Coolidge Cricket Ground, Antigua",1
West Indies,E Lewis,0.0,2,0,Sri Lanka,"Coolidge Cricket Ground, Antigua",1
West Indies,E Lewis,1.0,2,0,Sri Lanka,"Coolidge Cricket Ground, Antigua",1
West Indies,E Lewis,0.0,2,0,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",1
West Indies,E Lewis,1.0,1,0,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1
West Indies,E Lewis,1.0,1,0,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1
West Indies,E Lewis,0.0,1,0,Australia,"Zayed Cricket Stadium, Abu Dhabi",1
West Indies,E Lewis,1.0,1,0,Bangladesh,Sharjah Cricket Stadium,0
West Indies,E Lewis,1.0,1,0,England,Riverside Ground,1
West Indies,E Lewis,0.0,1,0,England,Dubai International Cricket Stadium,1
West Indies,E Lewis,1.0,2,0,India,"Sabina Park, Kingston",1
West Indies,E Lewis,0.0,1,0,India,"Providence Stadium, Guyana",1
West Indies,E Lewis,0.0,2,0,Ireland,"National Cricket Stadium, Grenada",1
West Indies,E Lewis,-1.0,2,0,Ireland,"Warner Park, St Kitts",1
West Indies,E Lewis,1.0,2,0,Ireland,"Warner Park, St Kitts",1
West Indies,E Lewis,0.0,1,1,Ireland,"Bellerive Oval, Hobart",17
West Indies,E Lewis,0.0,1,0,Pakistan,"Kensington Oval, Bridgetown",1
West Indies,E Lewis,0.0,2,0,Pakistan,"Queen's Park Oval, Port of Spain",1
West Indies,E Lewis,1.0,2,0,Pakistan,"Queen's Park Oval, Port of Spain",1
West Indies,E Lewis,0.0,1,0,Pakistan,"Queen's Park Oval, Port of Spain",1
West Indies,E Lewis,-1.0,1,0,Pakistan,"Kensington Oval, Bridgetown, Barbados",1
West Indies,E Lewis,1.0,1,0,South Africa,"National Cricket Stadium, St George's, Grenada",1
West Indies,E Lewis,0.0,1,0,South Africa,Dubai International Cricket Stadium,1
West Indies,E Lewis,1.0,1,1,Zimbabwe,"Bellerive Oval, Hobart",22
West Indies,MN Samuels,0.0,1,2,Australia,R Premadasa Stadium,33
West Indies,MN Samuels,1.0,1,1,Australia,R Premadasa Stadium,18
West Indies,MN Samuels,1.0,2,2,Australia,Shere Bangla National Stadium,74
West Indies,MN Samuels,0.0,1,2,Bangladesh,New Wanderers Stadium,83
West Indies,MN Samuels,0.0,1,1,Bangladesh,Shere Bangla National Stadium,27
West Indies,MN Samuels,1.0,1,1,Bangladesh,Shere Bangla National Stadium,19
West Indies,MN Samuels,1.0,1,2,Bangladesh,Shere Bangla National Stadium,73
West Indies,MN Samuels,1.0,2,2,Bangladesh,"Warner Park, Basseterre",13
West Indies,MN Samuels,0.0,2,2,Bangladesh,Central Broward Regional Park Stadium Turf Ground,23
West Indies,MN Samuels,0.0,2,1,Bangladesh,Central Broward Regional Park Stadium Turf Ground,24
West Indies,MN Samuels,1.0,1,2,England,Kennington Oval,62
West Indies,MN Samuels,0.0,1,2,England,Kennington Oval,54
West Indies,MN Samuels,0.0,1,1,England,Kennington Oval,37
West Indies,MN Samuels,1.0,1,2,England,Kennington Oval,33
West Indies,MN Samuels,0.0,1,2,England,Trent Bridge,32
West Indies,MN Samuels,1.0,1,1,England,Pallekele International Cricket Stadium,67
West Indies,MN Samuels,1.0,2,1,England,Wankhede Stadium,3
West Indies,MN Samuels,1.0,2,1,England,Eden Gardens,8
West Indies,MN Samuels,0.0,1,1,India,Shere Bangla National Stadium,48
West Indies,MN Samuels,1.0,2,1,India,Wankhede Stadium,8
West Indies,MN Samuels,1.0,1,6,India,Central Broward Regional Park Stadium Turf Ground,120
West Indies,MN Samuels,-1.0,1,1,India,Central Broward Regional Park Stadium Turf Ground,21
West Indies,MN Samuels,1.0,1,5,New Zealand,Central Broward Regional Park Stadium Turf Ground,114
West Indies,MN Samuels,-1.0,1,2,New Zealand,Pallekele International Cricket Stadium,24
West Indies,MN Samuels,1.0,1,2,Pakistan,Shere Bangla National Stadium,24
West Indies,MN Samuels,0.0,1,2,Pakistan,Dubai International Cricket Stadium,15
West Indies,MN Samuels,0.0,2,2,Pakistan,Dubai International Cricket Stadium,23
West Indies,MN Samuels,0.0,1,2,Pakistan,Sheikh Zayed Stadium,16
West Indies,MN Samuels,0.0,2,1,Pakistan,National Stadium,5
West Indies,MN Samuels,0.0,2,1,Pakistan,National Stadium,14
West Indies,MN Samuels,0.0,1,1,South Africa,New Wanderers Stadium,82
West Indies,MN Samuels,1.0,2,3,South Africa,St George's Park,32
West Indies,MN Samuels,0.0,1,1,South Africa,New Wanderers Stadium,20
West Indies,MN Samuels,1.0,2,1,South Africa,Newlands,38
West Indies,MN Samuels,1.0,2,1,South Africa,New Wanderers Stadium,11
West Indies,MN Samuels,0.0,2,1,South Africa,Kingsmead,32
West Indies,MN Samuels,1.0,2,2,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",33
West Indies,MN Samuels,0.0,1,1,Sri Lanka,Pallekele International Cricket Stadium,30
West Indies,MN Samuels,1.0,1,1,Sri Lanka,R Premadasa Stadium,6
West Indies,MN Samuels,0.0,2,2,Sri Lanka,Shere Bangla National Stadium,30
West Indies,MN Samuels,0.0,2,1,Sri Lanka,Pallekele International Cricket Stadium,3
West Indies,MN Samuels,1.0,1,1,Sri Lanka,R Premadasa Stadium,39
West Indies,MN Samuels,1.0,2,1,Sri Lanka,M Chinnaswamy Stadium,33
West Indies,MN Samuels,1.0,1,5,Australia,"Kensington Oval, Bridgetown",86
West Indies,MN Samuels,1.0,1,1,England,"Kensington Oval, Bridgetown",39
West Indies,MN Samuels,1.0,2,1,England,"Kensington Oval, Bridgetown",28
West Indies,MN Samuels,0.0,2,1,England,"Kensington Oval, Bridgetown",2
West Indies,MN Samuels,1.0,1,1,England,Riverside Ground,40
West Indies,MN Samuels,0.0,2,2,India,"Queen's Park Oval, Port of Spain",27
West Indies,MN Samuels,1.0,2,1,India,"Sabina Park, Kingston",51
West Indies,MN Samuels,0.0,1,1,Ireland,"Sabina Park, Kingston",26
West Indies,MN Samuels,1.0,1,1,Ireland,"Sabina Park, Kingston",26
West Indies,MN Samuels,1.0,1,2,Pakistan,"Beausejour Stadium, Gros Islet",75
West Indies,MN Samuels,0.0,1,1,Pakistan,"Arnos Vale Ground, Kingstown",4
West Indies,MN Samuels,0.0,2,1,Pakistan,"Arnos Vale Ground, Kingstown",11
West Indies,MN Samuels,0.0,1,1,Pakistan,"Kensington Oval, Bridgetown",15
West Indies,MN Samuels,0.0,2,1,Pakistan,"Queen's Park Oval, Port of Spain",11
West Indies,MN Samuels,1.0,2,1,Pakistan,"Queen's Park Oval, Port of Spain",9
West Indies,MN Samuels,0.0,1,1,Pakistan,"Queen's Park Oval, Port of Spain",18
West Indies,MN Samuels,0.0,1,1,Pakistan,National Stadium,14
West Indies,CAK Walton,0.0,2,0,Bangladesh,Central Broward Regional Park Stadium Turf Ground,1
West Indies,CAK Walton,0.0,2,5,New Zealand,Eden Park,67
West Indies,CAK Walton,0.0,1,3,New Zealand,Westpac Stadium,59
West Indies,CAK Walton,0.0,2,0,New Zealand,Saxton Oval,1
West Indies,CAK Walton,0.0,2,1,New Zealand,Bay Oval,1
West Indies,CAK Walton,0.0,1,2,Pakistan,Sheikh Zayed Stadium,15
West Indies,CAK Walton,0.0,2,0,Pakistan,National Stadium,1
West Indies,CAK Walton,0.0,2,0,Pakistan,National Stadium,1
West Indies,CAK Walton,1.0,1,2,England,Riverside Ground,62
West Indies,CAK Walton,0.0,1,0,Pakistan,"Kensington Oval, Bridgetown",1
West Indies,CAK Walton,0.0,2,0,Pakistan,"Queen's Park Oval, Port of Spain",1
West Indies,CAK Walton,1.0,2,0,Pakistan,"Queen's Park Oval, Port of Spain",1
West Indies,CAK Walton,0.0,1,0,Pakistan,"Queen's Park Oval, Port of Spain",1
West Indies,CAK Walton,0.0,1,0,Pakistan,National Stadium,1
West Indies,KA Pollard,1.0,1,3,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,71
West Indies,KA Pollard,0.0,2,3,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,59
West Indies,KA Pollard,0.0,2,4,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,76
West Indies,KA Pollard,0.0,2,2,Australia,Bellerive Oval,11
West Indies,KA Pollard,0.0,1,2,Australia,Sydney Cricket Ground,25
West Indies,KA Pollard,0.0,1,4,Australia,R Premadasa Stadium,94
West Indies,KA Pollard,1.0,1,3,Australia,R Premadasa Stadium,96
West Indies,KA Pollard,1.0,1,2,Australia,"Brisbane Cricket Ground, Woolloongabba",67
West Indies,KA Pollard,1.0,1,3,Bangladesh,Shere Bangla National Stadium,72
West Indies,KA Pollard,1.0,2,3,England,Kennington Oval,14
West Indies,KA Pollard,0.0,1,4,England,Trent Bridge,93
West Indies,KA Pollard,1.0,1,2,England,Pallekele International Cricket Stadium,83
West Indies,KA Pollard,0.0,2,3,England,"Kensington Oval, Bridgetown, Barbados",46
West Indies,KA Pollard,0.0,2,4,England,"Kensington Oval, Bridgetown, Barbados",82
West Indies,KA Pollard,1.0,1,2,India,Central Broward Regional Park Stadium Turf Ground,94
West Indies,KA Pollard,-1.0,1,4,India,Central Broward Regional Park Stadium Turf Ground,62
West Indies,KA Pollard,0.0,2,4,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,49
West Indies,KA Pollard,0.0,1,2,India,Central Broward Regional Park Stadium Turf Ground,13
West Indies,KA Pollard,0.0,2,3,India,Central Broward Regional Park Stadium Turf Ground,81
West Indies,KA Pollard,0.0,1,3,India,"Rajiv Gandhi International Stadium, Uppal",62
West Indies,KA Pollard,0.0,2,3,India,Wankhede Stadium,20
West Indies,KA Pollard,0.0,2,3,India,"Eden Gardens, Kolkata",112
West Indies,KA Pollard,0.0,2,3,India,"Eden Gardens, Kolkata",42
West Indies,KA Pollard,-1.0,2,4,New Zealand,"Eden Park, Auckland",86
West Indies,KA Pollard,0.0,2,4,New Zealand,Seddon Park,70
West Indies,KA Pollard,1.0,1,2,New Zealand,Central Broward Regional Park Stadium Turf Ground,80
West Indies,KA Pollard,-1.0,1,4,New Zealand,Pallekele International Cricket Stadium,65
West Indies,KA Pollard,0.0,2,4,New Zealand,Bay Oval,58
West Indies,KA Pollard,0.0,1,5,Pakistan,Dubai International Cricket Stadium,28
West Indies,KA Pollard,0.0,2,4,Pakistan,Dubai International Cricket Stadium,61
West Indies,KA Pollard,0.0,1,5,Pakistan,Sheikh Zayed Stadium,77
West Indies,KA Pollard,0.0,2,4,Pakistan,"Providence Stadium, Guyana",84
West Indies,KA Pollard,0.0,2,6,South Africa,Kennington Oval,97
West Indies,KA Pollard,1.0,2,3,South Africa,Newlands,92
West Indies,KA Pollard,1.0,2,2,South Africa,New Wanderers Stadium,83
West Indies,KA Pollard,0.0,2,4,South Africa,Kingsmead,58
West Indies,KA Pollard,0.0,2,3,South Africa,"National Cricket Stadium, St George's, Grenada",53
West Indies,KA Pollard,0.0,2,4,South Africa,"National Cricket Stadium, St George's, Grenada",71
West Indies,KA Pollard,0.0,2,3,South Africa,"National Cricket Stadium, St George's, Grenada",58
West Indies,KA Pollard,0.0,2,5,Sri Lanka,Trent Bridge,106
West Indies,KA Pollard,0.0,2,5,Sri Lanka,Kennington Oval,68
West Indies,KA Pollard,0.0,1,3,Sri Lanka,Pallekele International Cricket Stadium,88
West Indies,KA Pollard,1.0,1,3,Sri Lanka,R Premadasa Stadium,85
West Indies,KA Pollard,0.0,2,4,Sri Lanka,Pallekele International Cricket Stadium,49
West Indies,KA Pollard,1.0,1,5,Sri Lanka,R Premadasa Stadium,102
West Indies,KA Pollard,1.0,1,3,Sri Lanka,Pallekele International Cricket Stadium,93
West Indies,KA Pollard,1.0,2,3,Sri Lanka,"Coolidge Cricket Ground, Antigua",23
West Indies,KA Pollard,0.0,2,5,Sri Lanka,"Coolidge Cricket Ground, Antigua",62
West Indies,KA Pollard,1.0,2,2,Sri Lanka,"Coolidge Cricket Ground, Antigua",42
West Indies,KA Pollard,0.0,2,5,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",80
West Indies,KA Pollard,0.0,1,5,Australia,"Beausejour Stadium, Gros Islet",58
West Indies,KA Pollard,0.0,1,3,Australia,"Beausejour Stadium, Gros Islet",66
West Indies,KA Pollard,1.0,1,1,Australia,"Kensington Oval, Bridgetown",41
West Indies,KA Pollard,0.0,1,4,Australia,"Zayed Cricket Stadium, Abu Dhabi",58
West Indies,KA Pollard,1.0,1,3,Bangladesh,Sharjah Cricket Stadium,41
West Indies,KA Pollard,1.0,2,4,England,"Queen's Park Oval, Port of Spain",108
West Indies,KA Pollard,1.0,2,2,England,Providence Stadium,21
West Indies,KA Pollard,1.0,1,3,England,Riverside Ground,66
West Indies,KA Pollard,0.0,1,5,England,Dubai International Cricket Stadium,45
West Indies,KA Pollard,1.0,1,5,England,"Kensington Oval, Bridgetown, Barbados",116
West Indies,KA Pollard,1.0,1,3,England,"Kensington Oval, Bridgetown, Barbados",65
West Indies,KA Pollard,1.0,1,2,India,"Kensington Oval, Bridgetown",94
West Indies,KA Pollard,0.0,1,2,India,Eden Gardens,20
West Indies,KA Pollard,0.0,1,2,India,"Providence Stadium, Guyana",20
West Indies,KA Pollard,0.0,1,5,India,"Eden Gardens, Kolkata",84
West Indies,KA Pollard,1.0,1,6,Ireland,Providence Stadium,97
West Indies,KA Pollard,0.0,2,2,Ireland,"National Cricket Stadium, Grenada",55
West Indies,KA Pollard,0.0,1,3,New Zealand,"Windsor Park, Roseau",79
West Indies,KA Pollard,1.0,1,3,New Zealand,"Windsor Park, Roseau",82
West Indies,KA Pollard,0.0,1,4,New Zealand,Eden Park,30
West Indies,KA Pollard,0.0,1,4,Pakistan,"Arnos Vale Ground, Kingstown",39
West Indies,KA Pollard,0.0,2,5,Pakistan,"Arnos Vale Ground, Kingstown",82
West Indies,KA Pollard,0.0,1,3,Pakistan,"Kensington Oval, Bridgetown",45
West Indies,KA Pollard,0.0,2,3,Pakistan,"Queen's Park Oval, Port of Spain",56
West Indies,KA Pollard,0.0,1,5,Pakistan,"Queen's Park Oval, Port of Spain",74
West Indies,KA Pollard,-1.0,1,4,Pakistan,"Kensington Oval, Bridgetown, Barbados",36
West Indies,KA Pollard,0.0,2,4,South Africa,"Sir Vivian Richards Stadium, North Sound",60
West Indies,KA Pollard,0.0,2,3,South Africa,"Sir Vivian Richards Stadium, North Sound",89
West Indies,KA Pollard,1.0,1,4,South Africa,"National Cricket Stadium, St George's, Grenada",66
West Indies,KA Pollard,0.0,1,3,South Africa,Dubai International Cricket Stadium,81
West Indies,KA Pollard,0.0,2,4,Sri Lanka,"Kensington Oval, Bridgetown",74
West Indies,KA Pollard,0.0,2,2,Zimbabwe,"Queen's Park Oval, Port of Spain",43
West Indies,KA Pollard,1.0,1,3,Zimbabwe,"Sir Vivian Richards Stadium, North Sound",75
West Indies,R Powell,0.0,2,4,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",64
West Indies,R Powell,0.0,2,2,Australia,"Bellerive Oval, Hobart",65
West Indies,R Powell,0.0,2,3,Australia,Adelaide Oval,31
West Indies,R Powell,1.0,2,3,Bangladesh,"Warner Park, Basseterre",35
West Indies,R Powell,0.0,2,4,Bangladesh,Central Broward Regional Park Stadium Turf Ground,44
West Indies,R Powell,0.0,2,2,Bangladesh,Central Broward Regional Park Stadium Turf Ground,29
West Indies,R Powell,0.0,2,3,Bangladesh,"Shere Bangla National Stadium, Mirpur",33
West Indies,R Powell,1.0,1,2,Bangladesh,"Shere Bangla National Stadium, Mirpur",40
West Indies,R Powell,1.0,2,4,Bangladesh,"Providence Stadium, Guyana",89
West Indies,R Powell,0.0,2,2,England,"Kensington Oval, Bridgetown, Barbados",56
West Indies,R Powell,1.0,2,4,England,"Kensington Oval, Bridgetown, Barbados",70
West Indies,R Powell,0.0,2,4,England,"Brian Lara Stadium, Tarouba, Trinidad",33
West Indies,R Powell,1.0,2,4,England,"Brian Lara Stadium, Tarouba, Trinidad",87
West Indies,R Powell,0.0,1,4,India,Central Broward Regional Park Stadium Turf Ground,30
West Indies,R Powell,0.0,2,2,India,Central Broward Regional Park Stadium Turf Ground,19
West Indies,R Powell,0.0,2,2,India,"Eden Gardens, Kolkata",52
West Indies,R Powell,0.0,2,2,India,"Eden Gardens, Kolkata",17
West Indies,R Powell,0.0,2,3,India,"Brian Lara Stadium, Tarouba, Trinidad",33
West Indies,R Powell,1.0,2,4,India,"Warner Park, Basseterre, St Kitts",94
West Indies,R Powell,0.0,2,3,India,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",31
West Indies,R Powell,0.0,2,4,India,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",48
West Indies,R Powell,1.0,2,3,India,"Providence Stadium, Guyana",23
West Indies,R Powell,0.0,2,4,New Zealand,Saxton Oval,64
West Indies,R Powell,0.0,2,2,New Zealand,Bay Oval,6
West Indies,R Powell,0.0,2,5,New Zealand,Bay Oval,78
West Indies,R Powell,0.0,2,5,New Zealand,"Sabina Park, Kingston, Jamaica",70
West Indies,R Powell,0.0,2,5,New Zealand,"Sabina Park, Kingston, Jamaica",47
West Indies,R Powell,1.0,2,2,New Zealand,"Sabina Park, Kingston, Jamaica",88
West Indies,R Powell,0.0,2,4,Pakistan,National Stadium,26
West Indies,R Powell,0.0,2,4,Pakistan,National Stadium,91
West Indies,R Powell,0.0,2,4,Pakistan,"National Stadium, Karachi",56
West Indies,R Powell,0.0,2,3,Pakistan,"National Stadium, Karachi",67
West Indies,R Powell,1.0,2,3,South Africa,"SuperSport Park, Centurion",27
West Indies,R Powell,1.0,2,2,Sri Lanka,Pallekele International Cricket Stadium,45
West Indies,R Powell,1.0,2,5,Sri Lanka,"Coolidge Cricket Ground, Antigua",87
West Indies,R Powell,0.0,1,4,Australia,Carrara Oval,66
West Indies,R Powell,1.0,1,3,Australia,Perth Stadium,18
West Indies,R Powell,1.0,1,3,Bangladesh,"Windsor Park, Roseau, Dominica",76
West Indies,R Powell,1.0,1,4,England,Riverside Ground,75
West Indies,R Powell,1.0,1,2,England,"Kensington Oval, Bridgetown, Barbados",33
West Indies,R Powell,1.0,1,4,England,"Kensington Oval, Bridgetown, Barbados",89
West Indies,R Powell,1.0,1,4,England,"National Cricket Stadium, St George's, Grenada",51
West Indies,R Powell,0.0,1,3,England,"National Cricket Stadium, St George's, Grenada",47
West Indies,R Powell,0.0,1,4,India,Eden Gardens,57
West Indies,R Powell,0.0,1,4,India,"Providence Stadium, Guyana",80
West Indies,R Powell,0.0,1,3,India,"Eden Gardens, Kolkata",63
West Indies,R Powell,0.0,1,2,India,"Warner Park, Basseterre, St Kitts",89
West Indies,R Powell,1.0,1,3,India,"Brian Lara Stadium, Tarouba, Trinidad",46
West Indies,R Powell,0.0,1,3,India,"Providence Stadium, Guyana",86
West Indies,R Powell,0.0,1,3,India,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",38
West Indies,R Powell,0.0,1,4,Ireland,"Bellerive Oval, Hobart",86
West Indies,R Powell,0.0,1,3,New Zealand,Eden Park,27
West Indies,R Powell,0.0,1,5,Pakistan,"Kensington Oval, Bridgetown",57
West Indies,R Powell,0.0,2,5,Pakistan,"Queen's Park Oval, Port of Spain",64
West Indies,R Powell,0.0,1,3,Pakistan,National Stadium,84
West Indies,R Powell,0.0,1,3,Pakistan,"National Stadium, Karachi",107
West Indies,R Powell,0.0,1,3,South Africa,"SuperSport Park, Centurion",65
West Indies,R Powell,1.0,1,3,South Africa,"The Wanderers Stadium, Johannesburg",52
West Indies,R Powell,1.0,1,3,Zimbabwe,"Bellerive Oval, Hobart",75
West Indies,CR Brathwaite,0.0,1,7,Bangladesh,Shere Bangla National Stadium,117
West Indies,CR Brathwaite,0.0,2,5,Bangladesh,Central Broward Regional Park Stadium Turf Ground,87
West Indies,CR Brathwaite,0.0,2,5,Bangladesh,Central Broward Regional Park Stadium Turf Ground,80
West Indies,CR Brathwaite,0.0,2,5,Bangladesh,"Shere Bangla National Stadium, Mirpur",67
West Indies,CR Brathwaite,1.0,1,5,Bangladesh,"Shere Bangla National Stadium, Mirpur",83
West Indies,CR Brathwaite,1.0,2,6,England,Eden Gardens,94
West Indies,CR Brathwaite,1.0,1,3,India,Central Broward Regional Park Stadium Turf Ground,96
West Indies,CR Brathwaite,-1.0,1,7,India,Central Broward Regional Park Stadium Turf Ground,93
West Indies,CR Brathwaite,0.0,2,5,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,65
West Indies,CR Brathwaite,0.0,1,5,India,Central Broward Regional Park Stadium Turf Ground,37
West Indies,CR Brathwaite,0.0,2,5,New Zealand,Saxton Oval,66
