,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
112,K Rabada,OC McCoy,H Klaasen,1,0,1,157,,2,2,6,6,17,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
113,K Rabada,DJ Bravo,H Klaasen,2,0,2,159,,4,3,6,1,18,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
114,K Rabada,DJ Bravo,H Klaasen,1,0,1,160,,5,4,6,2,18,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
115,H Klaasen,DJ Bravo,K Rabada,1,0,1,161,,7,7,6,3,18,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
116,K Rabada,DJ Bravo,H Klaasen,0,0,0,161,,5,5,6,4,18,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
117,K Rabada,DJ Bravo,H Klaasen,1,0,1,162,,6,6,6,5,18,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
118,H Klaasen,DJ Bravo,K Rabada,1,0,1,163,,8,8,6,6,18,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
119,H Klaasen,OC McCoy,K Rabada,2,0,2,165,,10,9,6,1,19,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
120,H Klaasen,OC McCoy,K Rabada,0,0,0,165,,10,10,6,2,19,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
121,H Klaasen,OC McCoy,K Rabada,0,0,0,165,,10,11,7,3,19,-,,caught,H Klaasen,E Lewis,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
122,K Rabada,OC McCoy,A Nortje,1,0,1,166,,7,7,7,4,19,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
123,A Nortje,OC McCoy,K Rabada,0,0,0,166,,0,1,7,5,19,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
124,A Nortje,OC McCoy,K Rabada,0,0,0,166,,0,2,7,6,19,-,,0,,,field,West Indies,1,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,South Africa,West Indies,True,166
