,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
104,Mahmudullah,NT Ellis,Mahedi Hasan,2,0,2,106,15,36,43,6,1,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
105,Mahmudullah,NT Ellis,Mahedi Hasan,0,0,0,106,15,36,44,6,2,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
106,Mahmudullah,NT Ellis,Mahedi Hasan,1,0,1,107,14,37,45,6,3,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
107,Mahedi Hasan,NT Ellis,Mahmudullah,1,0,1,108,13,3,6,6,4,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
108,Mahmudullah,NT Ellis,Mahedi Hasan,2,0,2,110,11,39,46,6,5,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
109,Mahmudullah,NT Ellis,Mahedi Hasan,4,0,4,114,7,43,47,6,6,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
110,Mahedi Hasan,JR Hazlewood,Mahmudullah,1,0,1,115,6,4,7,6,1,19,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
111,Mahmudullah,JR Hazlewood,Mahedi Hasan,0,1,1,116,5,43,48,6,2,19,0,,,,noballs,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
112,Mahmudullah,JR Hazlewood,Mahedi Hasan,1,0,1,117,4,44,49,6,3,19,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
113,Mahedi Hasan,JR Hazlewood,Mahmudullah,1,0,1,118,3,5,8,6,4,19,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
114,Mahmudullah,JR Hazlewood,Mahedi Hasan,0,0,0,118,3,44,50,6,5,19,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
115,Mahmudullah,JR Hazlewood,Mahedi Hasan,4,0,4,122,-1,48,51,6,6,19,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
116,Mahmudullah,JR Hazlewood,Mahedi Hasan,0,0,0,122,-1,48,52,6,7,19,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
117,Mahedi Hasan,NT Ellis,Mahmudullah,0,0,0,122,-1,5,9,6,1,20,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
118,Mahedi Hasan,NT Ellis,Mahmudullah,1,0,1,123,-2,6,10,6,2,20,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
119,Mahmudullah,NT Ellis,Mahedi Hasan,4,0,4,127,-6,52,53,6,3,20,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
120,Mahmudullah,NT Ellis,Mahedi Hasan,0,0,0,127,-6,52,54,7,4,20,bowled,Mahmudullah,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
121,Mustafizur Rahman,NT Ellis,Mahedi Hasan,0,0,0,127,-6,0,1,8,5,20,caught,Mustafizur Rahman,MR Marsh,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
122,Mahedi Hasan,NT Ellis,Shoriful Islam,0,0,0,127,-6,6,11,9,6,20,caught,Mahedi Hasan,AC Agar,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia,127
