,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
112,Iftikhar Ahmed,A Nortje,Shadab Khan,2,0,2,161,23,50,35,5,1,0,,,18,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
113,Iftikhar Ahmed,A Nortje,Shadab Khan,1,0,1,162,22,51,36,5,2,0,,,18,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
114,Shadab Khan,A Nortje,Iftikhar Ahmed,6,1,7,169,15,44,19,5,3,0,,,18,,noballs,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
115,Shadab Khan,A Nortje,Iftikhar Ahmed,6,0,6,175,9,50,20,5,4,0,,,18,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
116,Shadab Khan,A Nortje,Iftikhar Ahmed,2,0,2,177,7,52,21,5,5,0,,,18,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
117,Shadab Khan,A Nortje,Iftikhar Ahmed,0,0,0,177,7,52,22,6,6,caught,Shadab Khan,T Stubbs,18,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
118,Mohammad Wasim,A Nortje,Iftikhar Ahmed,0,0,0,177,7,0,1,7,7,caught,Mohammad Wasim,T Bavuma,18,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
119,Iftikhar Ahmed,K Rabada,Naseem Shah,0,0,0,177,7,51,37,8,1,caught,Iftikhar Ahmed,RR Rossouw,19,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
120,Haris Rauf,K Rabada,Naseem Shah,1,0,1,178,6,1,1,8,2,0,,,19,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
121,Naseem Shah,K Rabada,Haris Rauf,2,0,2,180,4,2,1,8,3,0,,,19,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
122,Naseem Shah,K Rabada,Haris Rauf,0,0,0,180,4,2,2,8,4,0,,,19,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
123,Naseem Shah,K Rabada,Haris Rauf,3,0,3,183,1,5,3,8,5,0,,,19,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
124,Haris Rauf,K Rabada,Naseem Shah,2,0,2,185,-1,3,2,9,6,run out,Haris Rauf,T Bavuma;H Klaasen,19,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
