,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
106,MM Ali,Mustafizur Rahman,SM Curran,1,0,1,139,95,1,1,4,3,-,18,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
107,SM Curran,Mustafizur Rahman,MM Ali,1,0,1,140,94,3,8,4,4,-,18,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
108,MM Ali,Mustafizur Rahman,SM Curran,0,0,0,140,94,1,2,4,5,-,18,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
109,MM Ali,Mustafizur Rahman,SM Curran,1,0,1,141,93,2,3,4,6,-,18,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
110,SM Curran,Mustafizur Rahman,MM Ali,2,0,2,143,91,5,9,4,7,-,18,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
111,MM Ali,Hasan Mahmud,SM Curran,1,0,1,144,90,3,4,4,1,-,19,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
112,SM Curran,Hasan Mahmud,MM Ali,1,0,1,145,89,6,10,4,2,-,19,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
113,MM Ali,Hasan Mahmud,SM Curran,1,0,1,146,88,4,5,4,3,-,19,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
114,SM Curran,Hasan Mahmud,MM Ali,0,0,0,146,88,6,11,4,4,-,19,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
115,SM Curran,Hasan Mahmud,MM Ali,0,0,0,146,88,6,12,5,5,-,19,,caught,SM Curran,Nazmul Hossain Shanto,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
116,CR Woakes,Hasan Mahmud,MM Ali,1,0,1,147,87,1,1,5,6,-,19,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
117,CR Woakes,Taskin Ahmed,MM Ali,0,0,0,147,87,1,2,6,1,-,20,,bowled,CR Woakes,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
118,CJ Jordan,Taskin Ahmed,MM Ali,0,0,0,147,87,0,1,6,2,-,20,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
119,CJ Jordan,Taskin Ahmed,MM Ali,4,0,4,151,83,4,2,6,3,-,20,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
120,CJ Jordan,Taskin Ahmed,MM Ali,1,0,1,152,82,5,3,6,4,-,20,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
121,MM Ali,Taskin Ahmed,CJ Jordan,2,0,2,154,80,6,6,6,5,-,20,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
122,MM Ali,Taskin Ahmed,CJ Jordan,2,0,2,156,78,8,7,6,6,-,20,,0,,,field,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,England,Bangladesh
