,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
100,Jaker Ali,M Theekshana,Mahedi Hasan,2,0,2,142,64,33,20,5,2,-,0,,,16,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
101,Jaker Ali,M Theekshana,Mahedi Hasan,1,0,1,143,63,34,21,5,3,-,0,,,16,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
102,Mahedi Hasan,M Theekshana,Jaker Ali,1,0,1,144,62,6,6,5,4,-,0,,,16,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
103,Jaker Ali,M Theekshana,Mahedi Hasan,6,0,6,150,56,40,22,5,5,-,0,,,16,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
104,Jaker Ali,M Theekshana,Mahedi Hasan,1,0,1,151,55,41,23,5,6,-,0,,,16,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
105,Jaker Ali,M Pathirana,Mahedi Hasan,1,0,1,152,54,42,24,5,1,-,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
106,Mahedi Hasan,M Pathirana,Jaker Ali,0,1,1,153,53,6,7,5,2,wides,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
107,Mahedi Hasan,M Pathirana,Jaker Ali,0,1,1,154,52,6,8,5,3,wides,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
108,Mahedi Hasan,M Pathirana,Jaker Ali,1,0,1,155,51,7,9,5,4,-,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
109,Jaker Ali,M Pathirana,Mahedi Hasan,0,1,1,156,50,42,25,5,5,wides,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
110,Jaker Ali,M Pathirana,Mahedi Hasan,0,0,0,156,50,42,26,5,6,-,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
111,Jaker Ali,M Pathirana,Mahedi Hasan,6,0,6,162,44,48,27,5,7,-,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
112,Jaker Ali,M Pathirana,Mahedi Hasan,1,0,1,163,43,49,28,5,8,-,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
113,Mahedi Hasan,M Pathirana,Jaker Ali,0,2,2,165,41,7,10,5,9,wides,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
114,Jaker Ali,M Pathirana,Mahedi Hasan,0,1,1,166,40,49,29,5,10,wides,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
115,Jaker Ali,M Pathirana,Mahedi Hasan,4,0,4,170,36,53,30,5,11,-,0,,,17,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
116,Mahedi Hasan,B Fernando,Jaker Ali,4,0,4,174,32,11,11,5,1,-,0,,,18,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
117,Mahedi Hasan,B Fernando,Jaker Ali,1,0,1,175,31,12,12,5,2,-,0,,,18,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
118,Jaker Ali,B Fernando,Mahedi Hasan,1,0,1,176,30,54,31,5,3,-,0,,,18,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
119,Mahedi Hasan,B Fernando,Jaker Ali,4,0,4,180,26,16,13,5,4,-,0,,,18,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
120,Mahedi Hasan,B Fernando,Jaker Ali,0,0,0,180,26,16,14,6,5,-,caught,Mahedi Hasan,AD Mathews,18,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
121,Rishad Hossain,B Fernando,Jaker Ali,0,0,0,180,26,0,1,6,6,-,0,,,18,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
122,Jaker Ali,M Pathirana,Rishad Hossain,0,0,0,180,26,54,32,6,1,-,0,,,19,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
123,Jaker Ali,M Pathirana,Rishad Hossain,4,1,5,185,21,58,33,6,2,noballs,0,,,19,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
124,Jaker Ali,M Pathirana,Rishad Hossain,2,0,2,187,19,60,34,6,3,-,0,,,19,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
125,Jaker Ali,M Pathirana,Rishad Hossain,4,0,4,191,15,64,35,6,4,-,0,,,19,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
126,Jaker Ali,M Pathirana,Rishad Hossain,0,0,0,191,15,64,36,6,5,-,0,,,19,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
127,Jaker Ali,M Pathirana,Rishad Hossain,0,0,0,191,15,64,37,6,6,-,0,,,19,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
128,Jaker Ali,M Pathirana,Rishad Hossain,4,0,4,195,11,68,38,6,7,-,0,,,19,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
129,Rishad Hossain,MD Shanaka,Jaker Ali,0,0,0,195,11,0,2,7,1,-,caught,Rishad Hossain,KIC Asalanka,20,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
130,Taskin Ahmed,MD Shanaka,Jaker Ali,0,1,1,196,10,0,1,7,2,wides,0,,,20,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
131,Taskin Ahmed,MD Shanaka,Jaker Ali,1,0,1,197,9,1,2,7,3,-,0,,,20,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
132,Jaker Ali,MD Shanaka,Taskin Ahmed,0,0,0,197,9,68,39,8,4,-,caught,Jaker Ali,KIC Asalanka,20,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
133,Shoriful Islam,MD Shanaka,Taskin Ahmed,4,0,4,201,5,4,1,8,5,-,0,,,20,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
134,Shoriful Islam,MD Shanaka,Taskin Ahmed,0,1,1,202,4,4,2,8,6,legbyes,0,,,20,"{'by': 'Sri Lanka', 'umpire': 'Masudur Rahman', 'batter': 'Taskin Ahmed', 'decision': 'struck down', 'type': 'wicket'}",field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
135,Taskin Ahmed,MD Shanaka,Shoriful Islam,1,0,1,203,3,2,3,8,7,-,0,,,20,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
