,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
104,PBB Rajapaksa,Haris Rauf,C Karunaratne,1,0,1,137,-16,46,33,6,1,-,0,,,18,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
105,C Karunaratne,Haris Rauf,PBB Rajapaksa,0,4,4,141,-20,10,10,6,2,legbyes,0,,,18,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
106,C Karunaratne,Haris Rauf,PBB Rajapaksa,1,0,1,142,-21,11,11,6,3,-,0,,,18,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
107,PBB Rajapaksa,Haris Rauf,C Karunaratne,3,0,3,145,-24,49,34,6,4,-,0,,,18,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
108,C Karunaratne,Haris Rauf,PBB Rajapaksa,1,0,1,146,-25,12,12,6,5,-,0,,,18,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
109,PBB Rajapaksa,Haris Rauf,C Karunaratne,1,0,1,147,-26,50,35,6,6,-,0,,,18,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
110,PBB Rajapaksa,Mohammad Hasnain,C Karunaratne,1,0,1,148,-27,51,36,6,1,-,0,,,19,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
111,C Karunaratne,Mohammad Hasnain,PBB Rajapaksa,1,0,1,149,-28,13,13,6,2,-,0,,,19,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
112,PBB Rajapaksa,Mohammad Hasnain,C Karunaratne,0,0,0,149,-28,51,37,6,3,-,0,,,19,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
113,PBB Rajapaksa,Mohammad Hasnain,C Karunaratne,0,0,0,149,-28,51,38,6,4,-,0,,,19,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
114,PBB Rajapaksa,Mohammad Hasnain,C Karunaratne,0,0,0,149,-28,51,39,6,5,-,0,,,19,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
115,PBB Rajapaksa,Mohammad Hasnain,C Karunaratne,6,0,6,155,-34,57,40,6,6,-,0,,,19,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
116,C Karunaratne,Naseem Shah,PBB Rajapaksa,1,0,1,156,-35,14,14,6,1,-,0,,,20,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
117,PBB Rajapaksa,Naseem Shah,C Karunaratne,2,0,2,158,-37,59,41,6,2,-,0,,,20,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
118,PBB Rajapaksa,Naseem Shah,C Karunaratne,2,0,2,160,-39,61,42,6,3,-,0,,,20,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
119,PBB Rajapaksa,Naseem Shah,C Karunaratne,0,0,0,160,-39,61,43,6,4,-,0,,,20,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
120,PBB Rajapaksa,Naseem Shah,C Karunaratne,4,0,4,164,-43,65,44,6,5,-,0,,,20,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
121,PBB Rajapaksa,Naseem Shah,C Karunaratne,6,0,6,170,-49,71,45,6,6,-,0,,,20,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
