,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
106,KMA Paul,Mustafizur Rahman,SS Cottrell,,0,0,0,164,47,22,13,8,2,18,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
107,KMA Paul,Mustafizur Rahman,SS Cottrell,,1,0,1,165,46,23,14,8,3,18,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
108,SS Cottrell,Mustafizur Rahman,KMA Paul,,1,0,1,166,45,1,1,8,4,18,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
109,KMA Paul,Mustafizur Rahman,SS Cottrell,,6,0,6,172,39,29,15,8,5,18,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
110,KMA Paul,Mustafizur Rahman,SS Cottrell,,0,1,1,173,38,29,16,8,6,18,wides,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
111,KMA Paul,Mustafizur Rahman,SS Cottrell,,0,0,0,173,38,29,17,9,7,18,-,caught,KMA Paul,Ariful Haque,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
112,SS Cottrell,Abu Hider,O Thomas,,0,0,0,173,38,1,2,9,1,19,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
113,SS Cottrell,Abu Hider,O Thomas,,0,0,0,173,38,1,3,9,2,19,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
114,SS Cottrell,Abu Hider,O Thomas,,0,0,0,173,38,1,4,9,3,19,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
115,SS Cottrell,Abu Hider,O Thomas,,0,0,0,173,38,1,5,9,4,19,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
116,SS Cottrell,Abu Hider,O Thomas,,1,0,1,174,37,2,6,9,5,19,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
117,O Thomas,Abu Hider,SS Cottrell,,0,0,0,174,37,0,1,9,6,19,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
118,SS Cottrell,Mahmudullah,O Thomas,,1,0,1,175,36,3,7,9,1,20,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
119,O Thomas,Mahmudullah,SS Cottrell,,0,0,0,175,36,0,2,10,2,20,-,bowled,O Thomas,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
