,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
112,JDS Neesham,DC Drakes,DJ Mitchell,0,1,1,132,83,3,4,5,5,19,0,,,,wides,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
113,JDS Neesham,DC Drakes,DJ Mitchell,2,0,2,134,81,5,5,5,6,19,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
114,JDS Neesham,DC Drakes,DJ Mitchell,0,1,1,135,80,5,6,5,7,19,0,,,,wides,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
115,JDS Neesham,DC Drakes,DJ Mitchell,1,0,1,136,79,6,7,5,8,19,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
116,JDS Neesham,OF Smith,DJ Mitchell,0,0,0,136,79,6,8,6,1,20,caught,JDS Neesham,DC Thomas,"{'by': 'West Indies', 'umpire': 'GO Brathwaite', 'batter': 'JDS Neesham', 'decision': 'upheld'}",-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
117,MG Bracewell,OF Smith,DJ Mitchell,0,0,0,136,79,0,1,6,2,20,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
118,MG Bracewell,OF Smith,DJ Mitchell,3,0,3,139,76,3,2,6,3,20,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
119,DJ Mitchell,OF Smith,MG Bracewell,0,0,0,139,76,14,16,7,4,20,caught,DJ Mitchell,DC Drakes,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
120,IS Sodhi,OF Smith,MG Bracewell,4,0,4,143,72,4,1,7,5,20,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
121,IS Sodhi,OF Smith,MG Bracewell,2,0,2,145,70,6,2,7,6,20,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
