,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
108,CE McConchie,Haris Rauf,MS Chapman,1,0,1,132,60,1,1,6,3,18,-,"{'by': 'Pakistan', 'umpire': 'Rashid Riaz', 'batter': 'CE McConchie', 'decision': 'struck down', 'type': 'wicket'}",0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
109,MS Chapman,Haris Rauf,CE McConchie,1,0,1,133,59,56,35,6,4,18,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
110,CE McConchie,Haris Rauf,MS Chapman,4,0,4,137,55,5,2,6,5,18,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
111,CE McConchie,Haris Rauf,MS Chapman,4,0,4,141,51,9,3,6,6,18,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
112,MS Chapman,Shaheen Shah Afridi,CE McConchie,1,0,1,142,50,57,36,6,1,19,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
113,CE McConchie,Shaheen Shah Afridi,MS Chapman,0,0,0,142,50,9,4,6,2,19,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
114,CE McConchie,Shaheen Shah Afridi,MS Chapman,0,0,0,142,50,9,5,6,3,19,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
115,CE McConchie,Shaheen Shah Afridi,MS Chapman,1,0,1,143,49,10,6,6,4,19,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
116,MS Chapman,Shaheen Shah Afridi,CE McConchie,1,0,1,144,48,58,37,6,5,19,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
117,CE McConchie,Shaheen Shah Afridi,MS Chapman,2,0,2,146,46,12,7,6,6,19,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
118,MS Chapman,Zaman Khan,CE McConchie,0,0,0,146,46,58,38,6,1,20,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
119,MS Chapman,Zaman Khan,CE McConchie,1,0,1,147,45,59,39,6,2,20,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
120,CE McConchie,Zaman Khan,MS Chapman,0,0,0,147,45,12,8,6,3,20,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
121,CE McConchie,Zaman Khan,MS Chapman,0,0,0,147,45,12,9,7,4,20,-,,bowled,CE McConchie,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
122,HB Shipley,Zaman Khan,MS Chapman,1,0,1,148,44,1,1,7,5,20,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
123,MS Chapman,Zaman Khan,HB Shipley,6,0,6,154,38,65,40,7,6,20,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
