,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
106,TWM Latham,Shoriful Islam,CE McConchie,2,0,2,132,-39,28,28,5,5,18,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
107,TWM Latham,Shoriful Islam,CE McConchie,1,0,1,133,-40,29,29,5,6,18,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
108,TWM Latham,Taskin Ahmed,CE McConchie,2,0,2,135,-42,31,30,5,1,19,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
109,TWM Latham,Taskin Ahmed,CE McConchie,0,0,0,135,-42,31,31,5,2,19,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
110,TWM Latham,Taskin Ahmed,CE McConchie,4,0,4,139,-46,35,32,5,3,19,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
111,TWM Latham,Taskin Ahmed,CE McConchie,6,0,6,145,-52,41,33,5,4,19,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
112,TWM Latham,Taskin Ahmed,CE McConchie,0,0,0,145,-52,41,34,5,5,19,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
113,TWM Latham,Taskin Ahmed,CE McConchie,6,0,6,151,-58,47,35,5,6,19,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
114,CE McConchie,Shoriful Islam,TWM Latham,0,0,0,151,-58,10,7,5,1,20,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
115,CE McConchie,Shoriful Islam,TWM Latham,4,0,4,155,-62,14,8,5,2,20,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
116,CE McConchie,Shoriful Islam,TWM Latham,1,0,1,156,-63,15,9,5,3,20,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
117,TWM Latham,Shoriful Islam,CE McConchie,2,0,2,158,-65,49,36,5,4,20,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
118,TWM Latham,Shoriful Islam,CE McConchie,1,0,1,159,-66,50,37,5,5,20,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
119,CE McConchie,Shoriful Islam,TWM Latham,2,0,2,161,-68,17,10,5,6,20,,0,,,-,bat,New Zealand,1,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-10,New Zealand,New Zealand,Bangladesh
