,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
113,DA Miller,DJ Bravo,PWA Mulder,1,0,1,151,,9,11,4,5,-,0,,,17,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
114,PWA Mulder,DJ Bravo,DA Miller,1,0,1,152,,2,2,4,6,-,0,,,17,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
115,DA Miller,DJ Bravo,PWA Mulder,1,0,1,153,,10,12,4,7,-,0,,,17,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
116,DA Miller,OC McCoy,PWA Mulder,1,0,1,154,,11,13,4,1,-,0,,,18,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
117,PWA Mulder,OC McCoy,DA Miller,1,0,1,155,,3,3,4,2,-,0,,,18,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
118,DA Miller,OC McCoy,PWA Mulder,1,0,1,156,,12,14,4,3,-,0,,,18,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
119,PWA Mulder,OC McCoy,DA Miller,0,0,0,156,,3,4,4,4,-,0,,,18,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
120,PWA Mulder,OC McCoy,DA Miller,4,0,4,160,,7,5,4,5,-,0,,,18,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
121,PWA Mulder,OC McCoy,DA Miller,0,0,0,160,,7,6,4,6,-,0,,,18,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
122,DA Miller,AD Russell,PWA Mulder,1,0,1,161,,13,15,4,1,-,0,,,19,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
123,PWA Mulder,AD Russell,DA Miller,1,0,1,162,,8,7,4,2,-,0,,,19,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
124,DA Miller,AD Russell,PWA Mulder,4,0,4,166,,17,16,4,3,-,0,,,19,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
125,DA Miller,AD Russell,PWA Mulder,1,0,1,167,,18,17,4,4,-,0,,,19,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
126,PWA Mulder,AD Russell,DA Miller,0,0,0,167,,8,8,4,5,-,0,,,19,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
127,PWA Mulder,AD Russell,DA Miller,1,0,1,168,,9,9,4,6,-,0,,,19,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
