,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
98,Mushfiqur Rahim,CB Mpofu,Soumya Sarkar,6,0,6,146,9,17,7,2,7,16,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
99,Mushfiqur Rahim,CB Mpofu,Soumya Sarkar,0,0,0,146,9,17,8,3,8,16,-,,caught,Mushfiqur Rahim,SC Williams,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
100,Soumya Sarkar,CB Mpofu,Mahmudullah,1,0,1,147,8,23,19,3,9,16,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
101,Soumya Sarkar,DT Tiripano,Mahmudullah,2,0,2,149,6,25,20,3,1,17,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
102,Soumya Sarkar,DT Tiripano,Mahmudullah,4,0,4,153,2,29,21,3,2,17,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
103,Soumya Sarkar,DT Tiripano,Mahmudullah,1,0,1,154,1,30,22,3,3,17,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
104,Mahmudullah,DT Tiripano,Soumya Sarkar,2,0,2,156,-1,2,1,3,4,17,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
105,Mahmudullah,DT Tiripano,Soumya Sarkar,1,0,1,157,-2,3,2,3,5,17,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
106,Soumya Sarkar,DT Tiripano,Mahmudullah,6,0,6,163,-8,36,23,3,6,17,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
107,Mahmudullah,CB Mpofu,Soumya Sarkar,1,0,1,164,-9,4,3,3,1,18,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
108,Soumya Sarkar,CB Mpofu,Mahmudullah,0,0,0,164,-9,36,24,3,2,18,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
109,Soumya Sarkar,CB Mpofu,Mahmudullah,1,0,1,165,-10,37,25,3,3,18,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
110,Mahmudullah,CB Mpofu,Soumya Sarkar,1,0,1,166,-11,5,4,3,4,18,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
111,Soumya Sarkar,CB Mpofu,Mahmudullah,0,0,0,166,-11,37,26,3,5,18,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
112,Soumya Sarkar,CB Mpofu,Mahmudullah,4,0,4,170,-15,41,27,3,6,18,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
113,Mahmudullah,DT Tiripano,Soumya Sarkar,1,0,1,171,-16,6,5,3,1,19,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
114,Soumya Sarkar,DT Tiripano,Mahmudullah,1,0,1,172,-17,42,28,3,2,19,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
115,Mahmudullah,DT Tiripano,Soumya Sarkar,1,0,1,173,-18,7,6,3,3,19,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
116,Soumya Sarkar,DT Tiripano,Mahmudullah,1,0,1,174,-19,43,29,3,4,19,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
117,Mahmudullah,DT Tiripano,Soumya Sarkar,4,0,4,178,-23,11,7,3,5,19,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
118,Mahmudullah,DT Tiripano,Soumya Sarkar,2,0,2,180,-25,13,8,3,6,19,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
119,Soumya Sarkar,CB Mpofu,Mahmudullah,6,0,6,186,-31,49,30,3,1,20,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
120,Soumya Sarkar,CB Mpofu,Mahmudullah,0,0,0,186,-31,49,31,3,2,20,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
121,Soumya Sarkar,CB Mpofu,Mahmudullah,1,0,1,187,-32,50,32,3,3,20,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
122,Mahmudullah,CB Mpofu,Soumya Sarkar,1,0,1,188,-33,14,9,3,4,20,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
123,Soumya Sarkar,CB Mpofu,Mahmudullah,6,0,6,194,-39,56,33,3,5,20,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
124,Soumya Sarkar,CB Mpofu,Mahmudullah,6,0,6,200,-45,62,34,3,6,20,-,,0,,,field,Zimbabwe,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Bangladesh,Zimbabwe,200
