,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
96,Aminul Islam,Mohammad Nawaz,Nurul Hasan,,0,0,0,88,,0,2,6,5,0,,,15,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
97,Aminul Islam,Mohammad Nawaz,Nurul Hasan,,1,0,1,89,,1,3,6,6,0,,,15,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
98,Aminul Islam,Shaheen Shah Afridi,Nurul Hasan,,0,0,0,89,,1,4,6,1,0,,,16,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
99,Aminul Islam,Shaheen Shah Afridi,Nurul Hasan,,0,0,0,89,,1,5,6,2,0,,,16,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
100,Aminul Islam,Shaheen Shah Afridi,Nurul Hasan,,0,0,0,89,,1,6,6,3,0,,,16,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
101,Aminul Islam,Shaheen Shah Afridi,Nurul Hasan,,0,0,0,89,,1,7,6,4,0,,,16,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
102,Aminul Islam,Shaheen Shah Afridi,Nurul Hasan,,1,0,1,90,,2,8,6,5,0,,,16,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
103,Nurul Hasan,Shaheen Shah Afridi,Aminul Islam,,1,0,1,91,,4,7,6,6,0,,,16,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
104,Nurul Hasan,Mohammad Nawaz,Aminul Islam,,1,0,1,92,,5,8,6,1,0,,,17,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
105,Aminul Islam,Mohammad Nawaz,Nurul Hasan,,1,0,1,93,,3,9,6,2,0,,,17,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
106,Nurul Hasan,Mohammad Nawaz,Aminul Islam,,1,0,1,94,,6,9,6,3,0,,,17,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
107,Aminul Islam,Mohammad Nawaz,Nurul Hasan,,1,0,1,95,,4,10,6,4,0,,,17,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
108,Nurul Hasan,Mohammad Nawaz,Aminul Islam,,4,0,4,99,,10,10,6,5,0,,,17,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
109,Nurul Hasan,Mohammad Nawaz,Aminul Islam,,0,1,1,100,,10,11,6,6,0,,,17,legbyes,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
110,Nurul Hasan,Shaheen Shah Afridi,Aminul Islam,,1,0,1,101,,11,12,6,1,0,,,18,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
111,Aminul Islam,Shaheen Shah Afridi,Nurul Hasan,,1,0,1,102,,5,11,6,2,0,,,18,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
112,Nurul Hasan,Shaheen Shah Afridi,Aminul Islam,,0,0,0,102,,11,13,7,3,caught,Nurul Hasan,Mohammad Rizwan,18,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
113,Taskin Ahmed,Shaheen Shah Afridi,Aminul Islam,"{'by': 'Pakistan', 'umpire': 'Tanvir Ahmed', 'batter': 'Taskin Ahmed', 'decision': 'struck down'}",0,1,1,103,,0,1,7,4,0,,,18,legbyes,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
114,Aminul Islam,Shaheen Shah Afridi,Taskin Ahmed,,1,0,1,104,,6,12,7,5,0,,,18,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
115,Taskin Ahmed,Shaheen Shah Afridi,Aminul Islam,,0,0,0,104,,0,2,7,6,0,,,18,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
116,Aminul Islam,Haris Rauf,Taskin Ahmed,,0,0,0,104,,6,13,7,1,0,,,19,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
117,Aminul Islam,Haris Rauf,Taskin Ahmed,,1,0,1,105,,7,14,7,2,0,,,19,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
118,Taskin Ahmed,Haris Rauf,Aminul Islam,,1,0,1,106,,1,3,7,3,0,,,19,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
119,Aminul Islam,Haris Rauf,Taskin Ahmed,,0,0,0,106,,7,15,7,4,0,,,19,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
120,Aminul Islam,Haris Rauf,Taskin Ahmed,,1,0,1,107,,8,16,7,5,0,,,19,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
121,Taskin Ahmed,Haris Rauf,Aminul Islam,,1,0,1,108,,2,4,7,6,0,,,19,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
